ID,PT_LIST,SeqId,Target,TargetFullName,UniProt,ENTREZ_GENE_ID_LIST,EntrezGeneSymbol,SPOT_ID
SL001753,7.364572432,,,,,,,
SL005488,14.19474916,,,,,,,
SL014029,9.208722085,,,,,,,
SL007502,12.11559643,,,,,,,
SL008945,8.726899318,,,,,,,
SL004908,11.25821268,,,,,,,
SL004070,10.43556609,,,,,,,
SL010519,12.490901,,,,,,,
SL000308,12.53461901,,,,,,,
SL000314,16.68972231,,,,,,,
SL000316,16.06702043,,,,,,,
SL000321,10.33706434,,,,,,,
SL001691,11.11256983,,,,,,,
SL005187,10.10525378,,,,,,,
SL005188,10.56624435,,,,,,,
SL000470,9.144403327,,,,,,,
SL005184,7.887525271,,,,,,,
SL017189,15.67199985,,,,,,,
SL000522,10.2135903,,,,,,,
SL003764,12.50752213,,,,,,,
SL000535,12.96554983,,,,,,,
SL004363,12.31276953,,,,,,,
SL012740,8.709083813,,,,,,,
SL012822,11.98829414,,,,,,,
SL008644,13.43040028,,,,,,,
SL009768,9.009548727,,,,,,,
SL014092,13.09378067,,,,,,,
SL001896,9.604738534,,,,,,,
SL014048,8.921245889,,,,,,,
SL004708,14.80081903,,,,,,,
SL006197,9.343407822,,,,,,,
SL008822,8.758889433,,,,,,,
SL014071,10.36730553,,,,,,,
SL005575,9.633358551,,,,,,,
SL014008,12.76096938,,,,,,,
SL014094,10.09790044,,,,,,,
SL014129,8.411087227,,,,,,,
SL014009,9.814101754,,,,,,,
SL013548,9.761551232,,,,,,,
SL014111,8.513332824,,,,,,,
SL013969,10.82233182,,,,,,,
SL004299,7.410239331,,,,,,,
SL012457,14.96256619,,,,,,,
SL012108,9.797175142,,,,,,,
SL006406,10.24495839,,,,,,,
SL013989,8.850499414,,,,,,,
SL014468,11.70130646,,,,,,,
SL014070,12.91229058,,,,,,,
SL014091,9.945590147,,,,,,,
SL011499,9.680359524,,,,,,,
SL011508,10.70770423,,,,,,,
SL011498,9.590025581,,,,,,,
SL000087,8.723490302,,,,,,,
SL008085,9.707876753,,,,,,,
SL001774,11.28725064,,,,,,,
SL001726,9.093813673,,,,,,,
SL000597,9.346735328,,,,,,,
SL010830,13.02766415,,,,,,,
SL004253,10.87674715,,,,,,,
SL005361,12.28496865,,,,,,,
SL000479,11.09209641,,,,,,,
SL007869,11.43702378,,,,,,,
SL003524,14.05180371,,,,,,,
SL006119,16.96395722,,,,,,,
SL004742,15.53412351,,,,,,,
SL008590,7.417852515,,,,,,,
SL012754,13.31895229,,,,,,,
SL016129,11.50987395,,,,,,,
SL005572,10.15329868,,,,,,,
SL000347,9.315149562,,,,,,,
SL007871,13.17896045,,,,,,,
SL016148,10.90131947,,,,,,,
SL007153,10.46607646,,,,,,,
SL008072,8.954487147,,,,,,,
SL004739,11.58284763,,,,,,,
SL016128,11.67648604,,,,,,,
SL001737,9.958697703,,,,,,,
SL002823,12.37740035,,,,,,,
SL004156,9.988826677,,,,,,,
SL002654,11.92833331,,,,,,,
SL001729,11.50034397,,,,,,,
SL000070,16.14639167,,,,,,,
SL000125,9.342074668,,,,,,,
SL004080,9.049031698,,,,,,,
SL004133,9.488844346,,,,,,,
SL004160,9.086136225,,,,,,,
SL003310,10.53712131,,,,,,,
SL000003,11.73614821,,,,,,,
SL003362,9.322829498,,,,,,,
SL000357,14.0578733,,,,,,,
SL000360,12.9767968,,,,,,,
SL007756,11.82181383,,,,,,,
SL000021,8.943100848,,,,,,,
SL000516,9.784634846,,,,,,,
SL009951,8.869439619,,,,,,,
SL003461,8.908092341,,,,,,,
SL000433,8.700439718,,,,,,,
SL000313,11.30811146,,,,,,,
SL003657,11.25785923,,,,,,,
SL003710,8.237448996,,,,,,,
SL004814,11.94097422,,,,,,,
SL000622,13.5467498,,,,,,,
SL000022,14.39312227,,,,,,,
SL004482,10.71553306,,,,,,,
SL005167,8.323279988,,,,,,,
SL004064,9.549399641,,,,,,,
SL003643,13.52227501,,,,,,,
SL000280,14.65836213,,,,,,,
SL003300,15.67619676,,,,,,,
SL001766,18.16860651,,,,,,,
SL000836,10.41193462,,,,,,,
SL000460,12.25455625,,,,,,,
SL003182,10.44997399,,,,,,,
SL004714,8.237926947,,,,,,,
SL000510,15.3195557,,,,,,,
SL003189,9.195249158,,,,,,,
SL005201,14.70496272,,,,,,,
SL000521,10.26608376,,,,,,,
SL000523,9.458201525,,,,,,,
SL005102,15.18460419,,,,,,,
SL005789,10.88478105,,,,,,,
SL000024,11.21365105,,,,,,,
SL000139,10.84666568,,,,,,,
SL004605,11.67441298,,,,,,,
SL004925,10.29508013,,,,,,,
SL004208,14.06145558,,,,,,,
SL004209,13.19025681,,,,,,,
SL012538,11.62876448,,,,,,,
SL011708,10.90996807,,,,,,,
SL007729,17.02752377,,,,,,,
SL005675,11.47461856,,,,,,,
SL008177,13.99198236,,,,,,,
SL008099,10.75371818,,,,,,,
SL004866,15.35789903,,,,,,,
SL000339,7.804131021,,,,,,,
SL008380,12.72904712,,,,,,,
SL003728,8.51412226,,,,,,,
SL013240,14.58401707,,,,,,,
SL011628,11.48371503,,,,,,,
SL008178,11.15076274,,,,,,,
SL008709,8.592830744,,,,,,,
SL004458,14.14759449,,,,,,,
SL003522,12.68132627,,,,,,,
SL006378,14.10161462,,,,,,,
SL005352,10.66631278,,,,,,,
SL012248,7.978996396,,,,,,,
SL010373,7.992655149,,,,,,,
SL002036,10.38089392,,,,,,,
SL003341,16.44375135,,,,,,,
SL006460,10.54177423,,,,,,,
SL012469,9.35160183,,,,,,,
SL007173,15.8110736,,,,,,,
SL000670,7.139551352,,,,,,,
SL002756,8.123604124,,,,,,,
SL003930,11.76063679,,,,,,,
SL006448,9.654993973,,,,,,,
SL011616,8.811214118,,,,,,,
SL007025,9.329572126,,,,,,,
SL006522,10.06649287,,,,,,,
SL001973,14.52440092,,,,,,,
SL002646,13.07028869,,,,,,,
SL007453,9.534302882,,,,,,,
SL007281,10.21200993,,,,,,,
SL006993,9.15936681,,,,,,,
SL006920,11.60677532,,,,,,,
SL001815,15.92489599,,,,,,,
SL005846,10.43764805,,,,,,,
SL003685,10.04998465,,,,,,,
SL004296,15.41613117,,,,,,,
SL004915,13.94124022,,,,,,,
SL006091,10.1692987,,,,,,,
SL003440,9.56700537,,,,,,,
SL008933,9.43024345,,,,,,,
SL004932,9.122827995,,,,,,,
SL005694,9.997744026,,,,,,,
SL002803,11.58039991,,,,,,,
SL003653,12.8624049,,,,,,,
SL004914,14.90948061,,,,,,,
SL008176,10.95681173,,,,,,,
SL009792,13.07855113,,,,,,,
SL002522,11.48623168,,,,,,,
SL008059,8.169423979,,,,,,,
SL005764,11.20371505,,,,,,,
SL006528,9.508587112,,,,,,,
SL006629,13.86341196,,,,,,,
SL008190,7.506208389,,,,,,,
SL009868,8.211401637,,,,,,,
SL004737,10.03960452,,,,,,,
SL010388,10.1951261,,,,,,,
SL000142,9.745674324,,,,,,,
SL004782,9.815223165,,,,,,,
SL007464,16.74675179,,,,,,,
SL004852,12.30181054,,,,,,,
SL004853,11.68119448,,,,,,,
SL011100,10.27099606,,,,,,,
SL014270,10.91258999,,,,,,,
SL014208,9.680183682,,,,,,,
SL004556,11.50947812,,,,,,,
SL003739,8.983563697,,,,,,,
SL004857,15.73642307,,,,,,,
SL004791,13.83726327,,,,,,,
SL014294,8.785615937,,,,,,,
SL007179,14.25925777,,,,,,,
SL008414,11.27705488,,,,,,,
SL004859,9.877590894,,,,,,,
SL007429,11.98555735,,,,,,,
SL004849,10.4943556,,,,,,,
SL005174,10.35579155,,,,,,,
SL005181,7.529820947,,,,,,,
SL005183,12.22668312,,,,,,,
SL005185,12.36943377,,,,,,,
SL005189,8.800576389,,,,,,,
SL005190,11.05345079,,,,,,,
SL005191,13.13106918,,,,,,,
SL007328,10.86395393,,,,,,,
SL007774,9.631540867,,,,,,,
SL009202,9.176422513,,,,,,,
SL012698,10.11270013,,,,,,,
SL014269,8.586464526,,,,,,,
SL014289,9.872367072,,,,,,,
SL014209,9.09724207,,,,,,,
SL005195,11.23320023,,,,,,,
SL005197,9.00506308,,,,,,,
SL005200,9.384567923,,,,,,,
SL014288,10.43494092,,,,,,,
SL005207,12.34387969,,,,,,,
SL005208,12.04899765,,,,,,,
SL007356,9.95070169,,,,,,,
SL005703,14.22443888,,,,,,,
SL005209,9.933690655,,,,,,,
SL005210,14.67103236,,,,,,,
SL009054,9.25313837,,,,,,,
SL008728,9.688075426,,,,,,,
SL014268,12.03021881,,,,,,,
SL005212,11.46607646,,,,,,,
SL005213,10.09249289,,,,,,,
SL007680,11.94456566,,,,,,,
SL014148,8.090641752,,,,,,,
SL008309,15.63914001,,,,,,,
SL005214,14.84646002,,,,,,,
SL005169,8.326429487,,,,,,,
SL014292,13.7382084,,,,,,,
SL014228,9.065281486,,,,,,,
SL005221,13.08397787,,,,,,,
SL005222,8.601399391,,,,,,,
SL004863,10.24412594,,,,,,,
SL005223,10.3835963,,,,,,,
SL002078,9.991521846,,,,,,,
SL007547,13.28447712,,,,,,,
SL004366,8.498649788,,,,,,,
SL005230,11.84666568,,,,,,,
SL005231,6.918863237,,,,,,,
SL011406,8.939579214,,,,,,,
SL016548,9.199181549,,,,,,,
SL002542,10.31049918,,,,,,,
SL006476,12.71938882,,,,,,,
SL016554,9.369597346,,,,,,,
SL007373,10.70277873,,,,,,,
SL005308,8.508983185,,,,,,,
SL015728,10.11738337,,,,,,,
SL016550,14.30253897,,,,,,,
SL016551,9.596376139,,,,,,,
SL006921,10.94390668,,,,,,,
SL006189,10.17505048,,,,,,,
SL014735,13.00707984,,,,,,,
SL016557,8.365884968,,,,,,,
SL012707,9.961449694,,,,,,,
SL007145,8.708049252,,,,,,,
SL013928,12.03338859,,,,,,,
SL007237,13.30040976,,,,,,,
SL004716,11.63762111,,,,,,,
SL016549,12.30950478,,,,,,,
SL005730,13.05506208,,,,,,,
SL005793,14.01409895,,,,,,,
SL016566,13.0168431,,,,,,,
SL010928,11.83605036,,,,,,,
SL016555,12.21498688,,,,,,,
SL016553,10.69165629,,,,,,,
SL011404,10.54805124,,,,,,,
SL011405,15.21774949,,,,,,,
SL016567,11.63185913,,,,,,,
SL007181,13.25038725,,,,,,,
SL010488,10.90486038,,,,,,,
SL014470,10.99350454,,,,,,,
SL003520,11.03032228,,,,,,,
SL005725,10.21626084,,,,,,,
SL003331,10.16352389,,,,,,,
SL014469,14.06318439,,,,,,,
SL016563,9.6898233,,,,,,,
SL000406,11.85385534,,,,,,,
SL004400,13.40560686,,,,,,,
SL000401,9.919012268,,,,,,,
SL000277,16.71542849,,,,,,,
SL000558,17.18773385,,,,,,,
SL007195,10.48884435,,,,,,,
SL003647,14.77481279,,,,,,,
SL004131,9.637530552,,,,,,,
SL004477,13.74409801,,,,,,,
SL003717,12.73635965,,,,,,,
SL008703,11.2465031,,,,,,,
SL006675,15.66354143,,,,,,,
SL011808,12.54433662,,,,,,,
SL000130,8.427522371,,,,,,,
SL006970,10.9874772,,,,,,,
SL004891,12.48119398,,,,,,,
SL004145,8.950410089,,,,,,,
SL000655,10.45655977,,,,,,,
SL004648,10.2447206,,,,,,,
SL003080,11.2689513,,,,,,,
SL014113,9.4629112,,,,,,,
SL008574,14.39138458,,,,,,,
SL002702,9.596562497,,,,,,,
SL010470,10.72987561,,,,,,,
SL007336,9.255972742,,,,,,,
SL004671,11.41362793,,,,,,,
SL016130,10.98441846,,,,,,,
SL003184,11.41055735,,,,,,,
SL004871,12.85838903,,,,,,,
SL007295,11.98060374,,,,,,,
SL004134,11.29634268,,,,,,,
SL003690,10.19758531,,,,,,,
SL003166,13.98567297,,,,,,,
SL010456,9.917819589,,,,,,,
SL011068,11.82352647,,,,,,,
SL000553,13.49413056,,,,,,,
SL000556,7.730639956,,,,,,,
SL016928,15.32089572,,,,,,,
SL010516,14.75792644,,,,,,,
SL010250,13.54535064,,,,,,,
SL010384,12.10999385,,,,,,,
SL010471,9.215775653,,,,,,,
SL009790,11.01625116,,,,,,,
!sample_table_end,,,,,,,,
^SAMPLE = GSM4525468,,,,,,,,
!Sample_title = s44,,,,,,,,
!Sample_geo_accession = GSM4525468,,,,,,,,
!Sample_status = Public on May 24 2021,,,,,,,,
!Sample_submission_date = May 08 2020,,,,,,,,
!Sample_last_update_date = Jan 20 2025,,,,,,,,
!Sample_type = protein,,,,,,,,
!Sample_channel_count = 1,,,,,,,,
!Sample_source_name_ch1 = maternal plasma,,,,,,,,
!Sample_organism_ch1 = Homo sapiens,,,,,,,,
!Sample_taxid_ch1 = 9606,,,,,,,,
!Sample_characteristics_ch1 = tissue: maternal plasma,,,,,,,,
!Sample_characteristics_ch1 = gestational age: 30.9,,,,,,,,
!Sample_characteristics_ch1 = gadelivery: 41.3,,,,,,,,
!Sample_characteristics_ch1 = group: Control,,,,,,,,
!Sample_characteristics_ch1 = diagnosisga: NA,,,,,,,,
!Sample_characteristics_ch1 = individual: 19453,,,,,,,,
!Sample_treatment_protocol_ch1 = None,,,,,,,,
!Sample_growth_protocol_ch1 = None,,,,,,,,
!Sample_molecule_ch1 = protein,,,,,,,,
!Sample_extract_protocol_ch1 = None,,,,,,,,
!Sample_label_ch1 = Cyanine-3,,,,,,,,
"!Sample_label_protocol_ch1 = The serum samples were diluted and then incubated with the respective SOMAmer mixes pre-immobilized onto streptavidin-coated beads. The beads were washed in order to remove all non-specifically bound proteins and other matrix constituents. Proteins that remained specifically bound to their cognate SOMAmer reagents were tagged using an NHS-biotin reagent. After the labeling reaction, the beads were exposed to an anionic competitor solution that prevents non-specific interactions from reforming after disruption. Using this approach, pure cognate-SOMAmer complexes and unbound (free) SOMAmer reagents are released from the streptavidin beads using ultraviolet light that cleaves the photo-cleavable linker used to quantitate protein. The photo-cleavage eluate, which contains all SOMAmer reagents (some bound to a biotin-labeled protein and some free), was separated from the beads and then incubated with a second streptavidin-coated bead that binds the biotin-labeled proteins and the biotin-labeled protein-SOMAmer complexes. The free SOMAmer reagents were then removed during subsequent washing steps. In the final elution step, protein-bound SOMAmer reagents were released from their cognate proteins using denaturing conditions.",,,,,,,,
!Sample_hyb_protocol = These SOMAmer reagents were then quantified by hybridization to custom DNA microarrays.,,,,,,,,
"!Sample_scan_protocol = The Cyanine-3 signal from the SOMAmer reagent was detected on microarrays. More details on all protocols are described in Gold L, et al. PLoS One. 2010;5(12):e15004 and Davies DR, et al. Proc Natl Acad Sci U S A. 2012;109(49):19971-6.",,,,,,,,
"!Sample_data_processing = The raw protein abundance data consisted of relative fluorescence units obtained from scanning the microarrays with a laser scanner. A sample-by-sample adjustment of the overall signal within a single plate (85 samples processed per plate/run) was performed in three steps: Hybridization Control Normalization, Median Signal Normalization, and Calibration, using the manufacturer’s protocol. Outlier protein abundance values above 2 × the 98th percentile of all samples, were replaced with 2 × the 98th percentile of all samples (data thresholding).",,,,,,,,
!Sample_platform_id = GPL28509,,,,,,,,
"!Sample_contact_name = Adi,,Tarca",,,,,,,,
!Sample_contact_email = atarca@med.wayne.edu,,,,,,,,
!Sample_contact_phone = 3135775305,,,,,,,,
!Sample_contact_institute = Wayne State University,,,,,,,,
"!Sample_contact_address = 3990 John R. St, 4 Brush South",,,,,,,,
!Sample_contact_city = Detroit,,,,,,,,
!Sample_contact_state = MI,,,,,,,,
!Sample_contact_zip/postal_code = 48201,,,,,,,,
!Sample_contact_country = USA,,,,,,,,
!Sample_supplementary_file = NONE,,,,,,,,
!Sample_series_id = GSE150167,,,,,,,,
!Sample_data_row_count = 1125,,,,,,,,
#ID_REF = ,,,,,,,,
#VALUE = Log2 RFU (relative fluorescence units),,,,,,,,
!sample_table_begin,,,,,,,,
ID_REF,VALUE,,,,,,,
SL000318,11.07908472,,,,,,,
SL002662,10.3254179,,,,,,,
SL003168,10.55708072,,,,,,,
SL000403,15.75647814,,,,,,,
SL000591,8.330468767,,,,,,,
SL000053,9.166665239,,,,,,,
SL004332,7.673839056,,,,,,,
SL000592,9.305833758,,,,,,,
SL000584,11.02451638,,,,,,,
SL003322,13.51197497,,,,,,,
SL000319,13.3092916,,,,,,,
SL000276,13.08086748,,,,,,,
SL003951,9.715790435,,,,,,,
SL003060,13.53195404,,,,,,,
SL000324,11.99106119,,,,,,,
SL000345,10.22520744,,,,,,,
SL004016,13.69971342,,,,,,,
SL004333,8.260213887,,,,,,,
SL004342,10.33080486,,,,,,,
SL004066,8.772479538,,,,,,,
SL004182,8.952450058,,,,,,,
SL001716,10.08135028,,,,,,,
SL000133,8.57705111,,,,,,,
SL000573,15.6134787,,,,,,,
SL004010,14.8409844,,,,,,,
SL003043,9.39210272,,,,,,,
SL004365,7.795715007,,,,,,,
SL004643,8.53099149,,,,,,,
SL000055,15.52160657,,,,,,,
SL004144,10.28343567,,,,,,,
SL004142,10.04575966,,,,,,,
SL004143,12.78254781,,,,,,,
SL003193,13.35413916,,,,,,,
SL000563,14.47743575,,,,,,,
SL003280,12.65132083,,,,,,,
SL002539,13.81864209,,,,,,,
SL000300,11.79287162,,,,,,,
SL003328,15.94198064,,,,,,,
SL000466,14.82132556,,,,,,,
SL000045,11.6794801,,,,,,,
SL000498,14.69356318,,,,,,,
SL000038,9.222794903,,,,,,,
SL000527,13.08233203,,,,,,,
SL001796,13.17167721,,,,,,,
SL000546,14.74284098,,,,,,,
SL006114,10.57941023,,,,,,,
SL000002,13.87732248,,,,,,,
SL004126,8.562624039,,,,,,,
SL003735,9.173427297,,,,,,,
SL001996,11.56085822,,,,,,,
SL003738,9.868359584,,,,,,,
SL004180,10.19031855,,,,,,,
SL004692,9.591709333,,,,,,,
SL001777,11.25750571,,,,,,,
SL004136,10.68211676,,,,,,,
SL004759,11.61236171,,,,,,,
SL004140,11.20847824,,,,,,,
SL004141,12.08008467,,,,,,,
SL000009,9.13442632,,,,,,,
SL002519,10.13903967,,,,,,,
SL003803,7.944858446,,,,,,,
SL001890,9.66106548,,,,,,,
SL003872,13.14873078,,,,,,,
SL004751,9.070657661,,,,,,,
SL004697,7.64096791,,,,,,,
SL004698,10.6283544,,,,,,,
SL017612,15.63978159,,,,,,,
SL004588,14.97077997,,,,,,,
SL004147,10.16754359,,,,,,,
SL004148,8.989252565,,,,,,,
SL004149,11.30981738,,,,,,,
SL003307,12.37664093,,,,,,,
SL004646,10.77971936,,,,,,,
SL000509,12.64184855,,,,,,,
SL004579,13.92733353,,,,,,,
SL004153,10.24269777,,,,,,,
SL004637,9.687550651,,,,,,,
SL004760,12.6144798,,,,,,,
SL004183,15.81851727,,,,,,,
SL000551,15.8928179,,,,,,,
SL000557,10.22001549,,,,,,,
SL003648,14.801097,,,,,,,
SL003178,9.716819461,,,,,,,
SL002506,12.75545094,,,,,,,
SL004230,10.46872585,,,,,,,
SL001992,10.10184439,,,,,,,
SL004639,12.24159592,,,,,,,
SL004672,12.25242891,,,,,,,
SL004081,11.49785184,,,,,,,
SL000337,15.77622225,,,,,,,
SL000383,11.61824783,,,,,,,
SL005155,8.963185094,,,,,,,
SL002644,15.39525965,,,,,,,
SL000441,10.41943355,,,,,,,
SL000450,12.9779596,,,,,,,
SL000456,12.33753828,,,,,,,
SL004676,11.72186819,,,,,,,
SL005172,9.967370377,,,,,,,
SL001947,12.16157281,,,,,,,
SL002528,12.79723595,,,,,,,
SL000530,11.13859179,,,,,,,
SL001721,9.952158811,,,,,,,
SL004685,8.158357226,,,,,,,
SL003041,14.62024847,,,,,,,
SL000049,11.5846807,,,,,,,
SL004364,10.39231742,,,,,,,
SL003197,12.30714387,,,,,,,
SL000590,16.3534415,,,,,,,
SL004326,9.847370601,,,,,,,
SL005153,12.82996052,,,,,,,
SL003334,11.81293937,,,,,,,
SL005159,8.819540461,,,,,,,
SL004591,10.39349772,,,,,,,
SL005178,11.00674683,,,,,,,
SL000497,11.29421867,,,,,,,
SL005199,9.175674292,,,,,,,
SL000528,10.95623094,,,,,,,
SL005235,8.128252152,,,,,,,
SL005206,8.194264383,,,,,,,
SL004683,10.18611424,,,,,,,
SL005236,9.744665681,,,,,,,
SL005217,9.475733431,,,,,,,
SL005218,9.92940637,,,,,,,
SL005220,9.764871591,,,,,,,
SL005226,10.58148307,,,,,,,
SL005229,9.808481588,,,,,,,
SL001938,13.7305975,,,,,,,
SL000019,14.21415213,,,,,,,
SL004589,9.565102078,,,,,,,
SL004329,10.81346056,,,,,,,
SL000309,15.10230382,,,,,,,
SL000312,16.52395088,,,,,,,
SL003220,17.39399536,,,,,,,
SL004752,9.091964233,,,,,,,
SL004336,8.853309555,,,,,,,
SL004337,13.28075627,,,,,,,
SL004338,9.257623558,,,,,,,
SL003849,8.987548259,,,,,,,
SL004345,9.557846582,,,,,,,
SL000440,9.530796466,,,,,,,
SL000445,7.518849829,,,,,,,
SL003176,11.91595405,,,,,,,
SL000462,12.95161256,,,,,,,
SL001717,8.003939486,,,,,,,
SL000474,10.79490318,,,,,,,
SL004352,10.73648649,,,,,,,
SL004347,11.06958403,,,,,,,
SL000496,15.58532935,,,,,,,
SL004356,9.290479698,,,,,,,
SL004355,11.44175112,,,,,,,
SL000515,8.396176618,,,,,,,
SL000524,9.608069968,,,,,,,
SL000525,8.729280846,,,,,,,
SL003191,11.69505425,,,,,,,
SL000581,10.96072599,,,,,,,
SL002077,16.53018989,,,,,,,
SL000424,17.28998284,,,,,,,
SL000020,13.05863443,,,,,,,
SL004415,9.740792672,,,,,,,
SL004128,8.828453874,,,,,,,
SL004625,9.002533761,,,,,,,
SL001995,9.35160183,,,,,,,
SL006924,11.34179677,,,,,,,
SL001902,11.62557187,,,,,,,
SL002081,12.96567608,,,,,,,
SL004726,11.18245643,,,,,,,
SL004704,11.4603023,,,,,,,
SL004644,11.01861748,,,,,,,
SL000427,12.69440142,,,,,,,
SL004645,13.87664164,,,,,,,
SL006915,10.67083326,,,,,,,
SL002763,10.46974356,,,,,,,
SL003800,8.230260665,,,,,,,
SL003915,11.8065899,,,,,,,
SL004301,7.967514481,,,,,,,
SL000695,10.08587076,,,,,,,
SL000134,15.21271675,,,,,,,
SL003332,9.604738534,,,,,,,
SL004649,8.945736443,,,,,,,
SL004650,11.91983166,,,,,,,
SL003177,10.45676509,,,,,,,
SL001897,11.38046107,,,,,,,
SL003199,14.5707748,,,,,,,
SL000605,14.49835684,,,,,,,
SL004652,11.56876368,,,,,,,
SL004768,11.4469282,,,,,,,
SL008008,10.28401434,,,,,,,
SL000320,14.6730164,,,,,,,
SL006911,9.414262406,,,,,,,
SL000409,15.34998609,,,,,,,
SL006914,6.578938713,,,,,,,
SL004725,9.884170519,,,,,,,
SL004723,11.80098077,,,,,,,
SL004718,9.080551077,,,,,,,
SL003793,9.214804795,,,,,,,
SL004724,9.430870664,,,,,,,
SL000554,8.14822234,,,,,,,
SL004009,14.67369002,,,,,,,
SL006922,11.68628166,,,,,,,
SL006923,9.173427297,,,,,,,
SL004305,9.513727596,,,,,,,
SL004306,11.23858387,,,,,,,
SL006372,10.44304713,,,,,,,
SL000248,17.76332909,,,,,,,
SL000323,11.12722055,,,,,,,
SL002783,10.00211178,,,,,,,
SL003303,15.56835697,,,,,,,
SL004330,10.81426201,,,,,,,
SL003329,13.68690535,,,,,,,
SL000480,8.840148475,,,,,,,
SL002621,14.09651751,,,,,,,
SL003302,10.84901407,,,,,,,
SL000131,7.725877459,,,,,,,
SL002541,9.256916297,,,,,,,
SL000006,11.76499596,,,,,,,
SL004668,16.57412044,,,,,,,
SL004669,15.89040917,,,,,,,
SL004670,10.31854281,,,,,,,
SL000396,11.34329677,,,,,,,
SL000398,15.76671006,,,,,,,
SL005156,10.14567746,,,,,,,
SL000007,9.530211233,,,,,,,
SL003327,9.912739671,,,,,,,
SL005168,11.15386866,,,,,,,
SL004067,9.297374861,,,,,,,
SL005171,11.33499948,,,,,,,
SL000047,11.05018877,,,,,,,
SL000506,9.0725346,,,,,,,
SL000526,10.40269234,,,,,,,
SL003542,11.80178918,,,,,,,
SL003192,17.36680115,,,,,,,
SL000048,11.14669595,,,,,,,
SL002561,9.981852653,,,,,,,
SL004362,9.911242167,,,,,,,
SL001720,13.24076152,,,,,,,
SL004686,10.12231034,,,,,,,
SL004851,10.64961546,,,,,,,
SL000136,12.29246543,,,,,,,
SL004078,9.597680144,,,,,,,
SL000668,14.54266917,,,,,,,
SL004855,8.791488517,,,,,,,
SL002655,11.70990231,,,,,,,
SL004856,12.23023064,,,,,,,
SL004872,10.21383328,,,,,,,
SL003169,9.984988019,,,,,,,
SL005160,11.6062664,,,,,,,
SL005165,10.2135903,,,,,,,
SL003173,13.74660879,,,,,,,
SL017610,11.57738162,,,,,,,
SL005256,9.498450341,,,,,,,
SL005170,13.07302019,,,,,,,
SL001802,10.86843676,,,,,,,
SL001997,14.07879294,,,,,,,
SL004850,9.567575869,,,,,,,
SL004861,8.725536678,,,,,,,
SL004875,10.12567176,,,,,,,
SL005193,12.81346056,,,,,,,
SL005194,12.76360661,,,,,,,
SL005196,10.6994857,,,,,,,
SL004516,13.43275067,,,,,,,
SL005205,9.171677212,,,,,,,
SL004862,12.75945131,,,,,,,
SL004939,11.9640159,,,,,,,
SL005219,13.1517618,,,,,,,
SL005059,14.97035309,,,,,,,
SL004687,8.892694591,,,,,,,
SL000384,7.880195729,,,,,,,
SL000250,11.43796009,,,,,,,
SL000004,13.33269395,,,,,,,
SL000338,13.78000655,,,,,,,
SL003301,15.13079577,,,,,,,
SL005157,10.92548026,,,,,,,
SL005158,16.12960501,,,,,,,
SL000420,10.58270653,,,,,,,
SL000428,5.760220946,,,,,,,
SL005164,9.461274795,,,,,,,
SL004271,9.73403214,,,,,,,
SL004354,12.55254903,,,,,,,
SL001795,12.08407756,,,,,,,
SL003326,12.53323238,,,,,,,
SL000519,10.70026631,,,,,,,
SL008416,11.93058951,,,,,,,
SL000164,10.12928302,,,,,,,
SL000532,14.68467193,,,,,,,
SL003323,11.75467876,,,,,,,
SL002704,9.838731212,,,,,,,
SL004260,10.93803579,,,,,,,
SL000603,12.93363534,,,,,,,
SL000017,13.12489675,,,,,,,
SL000633,10.2769386,,,,,,,
SL004343,10.08799315,,,,,,,
SL000437,15.37205563,,,,,,,
SL003308,8.756556323,,,,,,,
SL005204,10.95245006,,,,,,,
SL004689,12.70929925,,,,,,,
SL004327,10.49825087,,,,,,,
SL000325,16.58157869,,,,,,,
SL000343,10.73199779,,,,,,,
SL004339,9.026246773,,,,,,,
SL003744,13.34529435,,,,,,,
SL005234,10.04644195,,,,,,,
SL000468,11.59563046,,,,,,,
SL000478,12.63906933,,,,,,,
SL001718,10.15886211,,,,,,,
SL002508,14.33217645,,,,,,,
SL003309,15.44583286,,,,,,,
SL003324,12.99026355,,,,,,,
SL002640,14.12682545,,,,,,,
SL005152,11.64660371,,,,,,,
SL005227,9.855802872,,,,,,,
SL005228,8.466790238,,,,,,,
SL005233,9.758556362,,,,,,,
SL004771,11.04923595,,,,,,,
SL004750,9.825594849,,,,,,,
SL006918,14.10453323,,,,,,,
SL003733,12.01569381,,,,,,,
SL004486,10.45963653,,,,,,,
SL002524,8.996614715,,,,,,,
SL003305,10.47319838,,,,,,,
SL001800,13.58061189,,,,,,,
SL005215,12.69106737,,,,,,,
SL004626,8.827183896,,,,,,,
SL010368,12.17245876,,,,,,,
SL007261,14.68500607,,,,,,,
SL004469,14.68529632,,,,,,,
SL008956,10.64997465,,,,,,,
SL008611,15.11958557,,,,,,,
SL008421,8.756556323,,,,,,,
SL006610,12.48084068,,,,,,,
SL010369,11.16973714,,,,,,,
SL007280,9.82527683,,,,,,,
SL009213,14.4638564,,,,,,,
SL000344,10.65257612,,,,,,,
SL004673,9.782015335,,,,,,,
SL010371,11.13018442,,,,,,,
SL000358,10.23050085,,,,,,,
SL002525,11.83083207,,,,,,,
SL007284,8.422064766,,,,,,,
SL010372,8.182394353,,,,,,,
