ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units,Type,SPOT_ID
PACSIN1.12676.1,12676-1,3.0,SL019835,Protein kinase C and casein kinase substrate in neurons protein 1,PACN1,Q9BY11,29993,PACSIN1,Human,RFU,Protein,SL019835
FLII.12677.164,12677-164,3.0,SL006530,Protein flightless-1 homolog,FLII,Q13045,2314,FLII,Human,RFU,Protein,SL006530
SNRPA.12678.66,12678-66,3.0,SL013011,U1 small nuclear ribonucleoprotein A,SNRPA,P09012,6626,SNRPA,Human,RFU,Protein,SL013011
USP21.12681.63,12681-63,3.0,SL019819,Ubiquitin carboxyl-terminal hydrolase 21,UBP21,Q9UK80,27005,USP21,Human,RFU,Protein,SL019819
KYAT3.12682.5,12682-5,3.0,SL019824,Kynurenine--oxoglutarate transaminase 3,KAT3,Q6YP21,56267,KYAT3,Human,RFU,Protein,SL019824
DPYSL5.12683.156,12683-156,3.0,SL019830,Dihydropyrimidinase-related protein 5,DPYL5,Q9BPU6,56896,DPYSL5,Human,RFU,Protein,SL019830
SCIN.12684.5,12684-5,3.0,SL019836,Adseverin,ADSV,Q9Y6U3,85477,SCIN,Human,RFU,Protein,SL019836
HOMER2.12685.57,12685-57,3.0,SL019790,Homer protein homolog 2,HOME2,Q9NSB8,9455,HOMER2,Human,RFU,Protein,SL019790
MPST.12686.15,12686-15,3.0,SL008788,3-mercaptopyruvate sulfurtransferase,THTM,P25325,4357,MPST,Human,RFU,Protein,SL008788
DECR1.12687.2,12687-2,3.0,SL008215,"2,4-dienoyl-CoA reductase, mitochondrial",DECR,Q16698,1666,DECR1,Human,RFU,Protein,SL008215
RPS6KA6.12688.115,12688-115,3.0,SL019814,Ribosomal protein S6 kinase alpha-6,KS6A6,Q9UK32,27330,RPS6KA6,Human,RFU,Protein,SL019814
ARPC1B.12689.56,12689-56,3.0,SL011157,Actin-related protein 2/3 complex subunit 1B,ARC1B,O15143,10095,ARPC1B,Human,RFU,Protein,SL011157
SEPTIN10.12690.33,12690-33,3.0,SL019825,Septin-10,44814,Q9P0V9,151011,SEPTIN10,Human,RFU,Protein,SL019825
SHMT2.12691.44,12691-44,3.0,SL015512,"Serine hydroxymethyltransferase, mitochondrial",GLYM,P34897,6472,SHMT2,Human,RFU,Protein,SL015512
DOT1L.12692.56,12692-56,3.0,SL019837,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",DOT1L,Q8TEK3,84444,DOT1L,Human,RFU,Protein,SL019837
SH3BGRL.12693.2,12693-2,3.0,SL008627,SH3 domain-binding glutamic acid-rich-like protein,SH3L1,O75368,6451,SH3BGRL,Human,RFU,Protein,SL008627
DIMT1.12694.28,12694-28,3.0,SL019801,Probable dimethyladenosine transferase,DIM1,Q9UNQ2,27292,DIMT1,Human,RFU,Protein,SL019801
KLHL12.12695.62,12695-62,3.0,SL019809,Kelch-like protein 12,KLH12,Q53G59,59349,KLHL12,Human,RFU,Protein,SL019809
PRMT3.12696.166,12696-166,3.0,SL019815,Protein arginine N-methyltransferase 3,ANM3,O60678,10196,PRMT3,Human,RFU,Protein,SL019815
PIP4K2A.12697.30,12697-30,3.0,SL010809,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PI42A,P48426,5305,PIP4K2A,Human,RFU,Protein,SL010809
KPNA4.12698.72,12698-72,3.0,SL006395,Importin subunit alpha-3,IMA4,O00629,3840,KPNA4,Human,RFU,Protein,SL006395
CCT8.12699.28,12699-28,3.0,SL005763,T-complex protein 1 subunit theta,TCP-1-theta,P50990,10694,CCT8,Human,RFU,Protein,SL005763
ACLY.12700.9,12700-9,3.0,SL007279,ATP-citrate synthase,ACLY,P53396,47,ACLY,Human,RFU,Protein,SL007279
EIF1B.12701.1,12701-1,3.0,SL019791,Eukaryotic translation initiation factor 1b,EIF1B,O60739,10289,EIF1B,Human,RFU,Protein,SL019791
PELI2.12702.13,12702-13,3.0,SL019802,E3 ubiquitin-protein ligase pellino homolog 2,PELI2,Q9HAT8,57161,PELI2,Human,RFU,Protein,SL019802
NEK7.12703.6,12703-6,3.0,SL019810,Serine/threonine-protein kinase Nek7,NEK7,Q8TDX7,140609,NEK7,Human,RFU,Protein,SL019810
SH2D3C.12704.26,12704-26,3.0,SL009388,SH2 domain-containing protein 3C,SH2D3,Q8N5H7,10044,SH2D3C,Human,RFU,Protein,SL009388
HERC1.12705.9,12705-9,3.0,SL019820,Probable E3 ubiquitin-protein ligase HERC1,HERC1,Q15751,8925,HERC1,Human,RFU,Protein,SL019820
CDC42BPA.12706.2,12706-2,3.0,SL007478,Serine/threonine-protein kinase MRCK alpha,MRCKA,Q5VT25,8476,CDC42BPA,Human,RFU,Protein,SL007478
DPYSL3.12707.26,12707-26,3.0,SL008196,Dihydropyrimidinase-related protein 3,DPYL3,Q14195,1809,DPYSL3,Human,RFU,Protein,SL008196
L3MBTL2.12708.91,12708-91,3.0,SL019851,Lethal(3)malignant brain tumor-like protein 2,LMBL2,Q969R5,83746,L3MBTL2,Human,RFU,Protein,SL019851
H110.12709.63,12709-63,3.0,SL008266,Histone H1x,H1X,Q92522,8971,H1-10,Human,RFU,Protein,SL008266
GJA8.12711.19,12711-19,3.0,SL007244,Gap junction alpha-8 protein,CXA8,P48165,2703,GJA8,Human,RFU,Protein,SL007244
HMG20A.12712.9,12712-9,3.0,SL019881,High mobility group protein 20A,HM20A,Q9NP66,10363,HMG20A,Human,RFU,Protein,SL019881
RGS19.12713.365,12713-365,3.0,SL014816,Regulator of G-protein signaling 19,RGS19,P49795,10287,RGS19,Human,RFU,Protein,SL014816
AP1G2.12714.38,12714-38,3.0,SL019896,AP-1 complex subunit gamma-like 2,AP1G2,O75843,8906,AP1G2,Human,RFU,Protein,SL019896
DCP1B.12715.30,12715-30,3.0,SL019904,mRNA-decapping enzyme 1B,DCP1B,Q8IZD4,196513,DCP1B,Human,RFU,Protein,SL019904
ZNF175.12716.3,12716-3,3.0,SL015364,Zinc finger protein 175,ZN175,Q9Y473,7728,ZNF175,Human,RFU,Protein,SL015364
TOX3.12717.65,12717-65,3.0,SL019861,TOX high mobility group box family member 3,TOX3,O15405,27324,TOX3,Human,RFU,Protein,SL019861
PIN4.12718.43,12718-43,3.0,SL010814,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,Q9Y237,5303,PIN4,Human,RFU,Protein,SL010814
UBQLN4.12720.71,12720-71,3.0,SL019882,Ubiquilin-4,UBQL4,Q9NRR5,56893,UBQLN4,Human,RFU,Protein,SL019882
TAX1BP1.12721.4,12721-4,3.0,SL019891,Tax1-binding protein 1,TAXB1,Q86VP1,8887,TAX1BP1,Human,RFU,Protein,SL019891
CIRBP.12724.81,12724-81,3.0,SL005468,Cold-inducible RNA-binding protein,CIRBP,Q14011,1153,CIRBP,Human,RFU,Protein,SL005468
RFXAP.12726.3,12726-3,3.0,SL019868,Regulatory factor X-associated protein,RFXAP,O00287,5994,RFXAP,Human,RFU,Protein,SL019868
PTGFRN.12727.7,12727-7,3.0,SL019877,Prostaglandin F2 receptor negative regulator,FPRP,Q9P2B2,5738,PTGFRN,Human,RFU,Protein,SL019877
PSMG3.12729.12,12729-12,3.0,SL019892,Proteasome assembly chaperone 3,PSMG3,Q9BT73,84262,PSMG3,Human,RFU,Protein,SL019892
NDC80.12730.3,12730-3,3.0,SL006986,Kinetochore protein NDC80 homolog,KNTC2,O14777,10403,NDC80,Human,RFU,Protein,SL006986
PLEKHA7.12731.12,12731-12,3.0,SL019906,Pleckstrin homology domain-containing family A member 7,PKHA7,Q6IQ23,144100,PLEKHA7,Human,RFU,Protein,SL019906
MPP7.12732.13,12732-13,3.0,SL019852,MAGUK p55 subfamily member 7,MPP7,Q5T2T1,143098,MPP7,Human,RFU,Protein,SL019852
KIF22.12734.112,12734-112,3.0,SL019869,Kinesin-like protein KIF22,KIF22,Q14807,3835,KIF22,Human,RFU,Protein,SL019869
CSDE1.12735.39,12735-39,3.0,SL007039,Cold shock domain-containing protein E1,CSDE1,O75534,7812,CSDE1,Human,RFU,Protein,SL007039
PLS1.12737.12,12737-12,3.0,SL015520,Plastin-1,PLSI,Q14651,5357,PLS1,Human,RFU,Protein,SL015520
NISCH.12738.43,12738-43,3.0,SL019897,Nischarin,NISCH,Q9Y2I1,11188,NISCH,Human,RFU,Protein,SL019897
FEV.12740.55,12740-55,3.0,SL019853,Protein FEV,FEV,Q99581,54738,FEV,Human,RFU,Protein,SL019853
TMEM8B.12742.160,12742-160,3.0,SL019870,Transmembrane protein 8B,TMM8B,A6NDV4,51754,TMEM8B,Human,RFU,Protein,SL019870
BAG5.12743.18,12743-18,3.0,SL015328,BAG family molecular chaperone regulator 5,BAG5,Q9UL15,9529,BAG5,Human,RFU,Protein,SL015328
CYTH4.12746.4,12746-4,3.0,SL019898,Cytohesin-4,CYH4,Q9UIA0,27128,CYTH4,Human,RFU,Protein,SL019898
RBM3.12747.89,12747-89,3.0,SL010231,RNA-binding protein 3,RBM3,P98179,5935,RBM3,Human,RFU,Protein,SL010231
BRDT.12748.6,12748-6,3.0,SL019854,Bromodomain testis-specific protein,BRDT,Q58F21,676,BRDT,Human,RFU,Protein,SL019854
ITGB2.12750.9,12750-9,3.0,SL004122,Integrin beta-2,LFA-1 beta-2,P05107,3689,ITGB2,Human,RFU,Protein,SL004122
ZHX1.12751.26,12751-26,3.0,SL015327,Zinc fingers and homeoboxes protein 1,ZHX1,Q9UKY1,11244,ZHX1,Human,RFU,Protein,SL015327
APBB2.12753.6,12753-6,3.0,SL007583,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,Q92870,323,APBB2,Human,RFU,Protein,SL007583
CSDC2.12754.14,12754-14,3.0,SL019899,Cold shock domain-containing protein C2,CSDC2,Q9Y534,27254,CSDC2,Human,RFU,Protein,SL019899
BACH2.12756.3,12756-3,3.0,SL019855,Transcription regulator protein BACH2,BACH2,Q9BYV9,60468,BACH2,Human,RFU,Protein,SL019855
GRID2.12758.47,12758-47,3.0,SL019871,"Glutamate receptor ionotropic, delta-2",GRID2,O43424,2895,GRID2,Human,RFU,Protein,SL019871
ILF3.12759.47,12759-47,3.0,SL004792,Interleukin enhancer-binding factor 3,DRBP76,Q12906,3609,ILF3,Human,RFU,Protein,SL004792
ZNF774.12760.34,12760-34,3.0,SL019886,Zinc finger protein 774,ZN774,Q6NX45,342132,ZNF774,Human,RFU,Protein,SL019886
APBB2.12761.12,12761-12,3.0,SL007583,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,Q92870,323,APBB2,Human,RFU,Protein,SL007583
ZNF334.12763.69,12763-69,3.0,SL019908,Zinc finger protein 334,ZN334,Q9HCZ1,55713,ZNF334,Human,RFU,Protein,SL019908
ELMO1.12764.3,12764-3,3.0,SL019856,Engulfment and cell motility protein 1,ELMO1,Q92556,9844,ELMO1,Human,RFU,Protein,SL019856
GPR142.12766.33,12766-33,3.0,SL019872,Probable G-protein coupled receptor 142,GP142,Q7Z601,350383,GPR142,Human,RFU,Protein,SL019872
PPP1R3B.12768.3,12768-3,3.0,SL019887,Protein phosphatase 1 regulatory subunit 3B,PPR3B,Q86XI6,79660,PPP1R3B,Human,RFU,Protein,SL019887
ZNF180.12771.19,12771-19,3.0,SL011309,Zinc finger protein 180,ZN180,Q9UJW8,7733,ZNF180,Human,RFU,Protein,SL011309
NUP98.12772.8,12772-8,3.0,SL019857,Nuclear pore complex protein Nup98-Nup96,NUP98,P52948,4928,NUP98,Human,RFU,Protein,SL019857
HCN1.12774.12,12774-12,3.0,SL019873,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,HCN1,O60741,348980,HCN1,Human,RFU,Protein,SL019873
HMGB3.12775.6,12775-6,3.0,SL006995,High mobility group protein B3,HMGB3,O15347,3149,HMGB3,Human,RFU,Protein,SL006995
SF1.12777.11,12777-11,3.0,SL013086,Splicing factor 1,SF01,Q15637,7536,SF1,Human,RFU,Protein,SL013086
PRDM4.12779.30,12779-30,3.0,SL019909,PR domain zinc finger protein 4,PRDM4,Q9UKN5,11108,PRDM4,Human,RFU,Protein,SL019909
TARBP2.12781.2,12781-2,3.0,SL014970,RISC-loading complex subunit TARBP2,TRBP2,Q15633,6895,TARBP2,Human,RFU,Protein,SL014970
HNRNPM.12783.29,12783-29,3.0,SL008807,Heterogeneous nuclear ribonucleoprotein M,HNRPM,P52272,4670,HNRNPM,Human,RFU,Protein,SL008807
APBB3.12784.10,12784-10,3.0,SL007058,Amyloid beta A4 precursor protein-binding family B member 3,APBB3,O95704,10307,APBB3,Human,RFU,Protein,SL007058
ZBTB33.12785.49,12785-49,3.0,SL009382,Transcriptional regulator Kaiso,KAISO,Q86T24,10009,ZBTB33,Human,RFU,Protein,SL009382
GPCPD1.12786.61,12786-61,3.0,SL015257,Glycerophosphocholine phosphodiesterase GPCPD1,GDE5,Q9NPB8,56261,GPCPD1,Human,RFU,Protein,SL015257
ZNF134.12787.47,12787-47,3.0,SL014834,Zinc finger protein 134,ZN134,P52741,7693,ZNF134,Human,RFU,Protein,SL014834
SGF29.12788.6,12788-6,3.0,SL019859,SAGA-associated factor 29 homolog,SGF29,Q96ES7,112869,SGF29,Human,RFU,Protein,SL019859
CCDC51.12790.10,12790-10,3.0,SL019874,Coiled-coil domain-containing protein 51,CCD51,Q96ER9,79714,CCDC51,Human,RFU,Protein,SL019874
PIWIL1.12793.4,12793-4,3.0,SL019894,Piwi-like protein 1,PIWL1,Q96J94,9271,PIWIL1,Human,RFU,Protein,SL019894
NLRP4.12794.6,12794-6,3.0,SL019902,"NACHT, LRR and PYD domains-containing protein 4",NALP4,Q96MN2,147945,NLRP4,Human,RFU,Protein,SL019902
ZNF566.12795.2,12795-2,3.0,SL019910,Zinc finger protein 566,ZN566,Q969W8,84924,ZNF566,Human,RFU,Protein,SL019910
NUDT3.12796.44,12796-44,3.0,SL019860,Diphosphoinositol polyphosphate phosphohydrolase 1,NUDT3,O95989,11165,NUDT3,Human,RFU,Protein,SL019860
SLC4A8.12798.46,12798-46,3.0,SL019875,Electroneutral sodium bicarbonate exchanger 1,S4A8,Q2Y0W8,9498,SLC4A8,Human,RFU,Protein,SL019875
DNAJC27.12799.65,12799-65,3.0,SL019880,DnaJ homolog subfamily C member 27,DJC27,Q9NZQ0,51277,DNAJC27,Human,RFU,Protein,SL019880
TPPP2.12800.5,12800-5,3.0,SL019890,Tubulin polymerization-promoting protein family member 2,TPPP2,P59282,122664,TPPP2,Human,RFU,Protein,SL019890
IRF2.12801.33,12801-33,3.0,SL019895,Interferon regulatory factor 2,IRF2,P14316,3660,IRF2,Human,RFU,Protein,SL019895
ZNF329.12803.9,12803-9,3.0,SL019911,Zinc finger protein 329,ZN329,Q86UD4,79673,ZNF329,Human,RFU,Protein,SL019911
GMEB2.12804.5,12804-5,3.0,SL019919,Glucocorticoid modulatory element-binding protein 2,GMEB2,Q9UKD1,26205,GMEB2,Human,RFU,Protein,SL019919
ARHGAP30.12807.89,12807-89,3.0,SL019940,Rho GTPase-activating protein 30,RHG30,Q7Z6I6,257106,ARHGAP30,Human,RFU,Protein,SL019940
CARHSP1.12808.103,12808-103,3.0,SL013301,Calcium-regulated heat-stable protein 1,CHSP1,Q9Y2V2,23589,CARHSP1,Human,RFU,Protein,SL013301
ZNF415.12811.55,12811-55,3.0,SL019912,Zinc finger protein 415,ZN415,Q09FC8,55786,ZNF415,Human,RFU,Protein,SL019912
ACYP2.12812.25,12812-25,3.0,SL009425,Acylphosphatase-2,ACYP2,P14621,98,ACYP2,Human,RFU,Protein,SL009425
EHBP1.12813.18,12813-18,3.0,SL006654,EH domain-binding protein 1,EHBP1,Q8NDI1,23301,EHBP1,Human,RFU,Protein,SL006654
RNPC3.12814.17,12814-17,3.0,SL019933,RNA-binding protein 40,RBM40,Q96LT9,55599,RNPC3,Human,RFU,Protein,SL019933
IARS1.12815.9,12815-9,3.0,SL008104,"Isoleucine--tRNA ligase, cytoplasmic",SYIC,P41252,3376,IARS1,Human,RFU,Protein,SL008104
GEM.12817.1,12817-1,3.0,SL019954,GTP-binding protein GEM,GEM,P55040,2669,GEM,Human,RFU,Protein,SL019954
SLC14A2.12818.159,12818-159,3.0,SL019965,Urea transporter 2,UT2,Q15849,8170,SLC14A2,Human,RFU,Protein,SL019965
GRAP.12820.1,12820-1,3.0,SL019920,GRB2-related adapter protein,GRAP,Q13588,10750,GRAP,Human,RFU,Protein,SL019920
NLRP10.12821.6,12821-6,3.0,SL019926,"NACHT, LRR and PYD domains-containing protein 10",NAL10,Q86W26,338322,NLRP10,Human,RFU,Protein,SL019926
APBB1.12822.34,12822-34,3.0,SL006959,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,O00213,322,APBB1,Human,RFU,Protein,SL006959
APPL1.12825.18,12825-18,3.0,SL019955,DCC-interacting protein 13-alpha,DP13A,Q9UKG1,26060,APPL1,Human,RFU,Protein,SL019955
SLC5A5.12826.5,12826-5,3.0,SL019966,Sodium/iodide cotransporter,SC5A5,Q92911,6528,SLC5A5,Human,RFU,Protein,SL019966
RGS3.12827.37,12827-37,3.0,SL014817,Regulator of G-protein signaling 3,RGS3,P49796,5998,RGS3,Human,RFU,Protein,SL014817
SAP18.12830.4,12830-4,3.0,SL019934,Histone deacetylase complex subunit SAP18,SAP18,O00422,10284,SAP18,Human,RFU,Protein,SL019934
TESC.12831.21,12831-21,3.0,SL015132,Calcineurin B homologous protein 3,TESC,Q96BS2,54997,TESC,Human,RFU,Protein,SL015132
ASH2L.12832.10,12832-10,3.0,SL019949,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L,Q9UBL3,9070,ASH2L,Human,RFU,Protein,SL019949
KCNF1.12834.3,12834-3,3.0,SL019967,Potassium voltage-gated channel subfamily F member 1,KCNF1,Q9H3M0,3754,KCNF1,Human,RFU,Protein,SL019967
PYDC1.12835.101,12835-101,3.0,SL019914,Pyrin domain-containing protein 1,PYDC1,Q8WXC3,260434,PYDC1,Human,RFU,Protein,SL019914
DUSP15.12838.28,12838-28,3.0,SL019935,Dual specificity protein phosphatase 15,DUS15,Q9H1R2,128853,DUSP15,Human,RFU,Protein,SL019935
STX10.12842.43,12842-43,3.0,SL019968,Syntaxin-10,STX10,O60499,8677,STX10,Human,RFU,Protein,SL019968
ZNF410.12843.6,12843-6,3.0,SL019915,Zinc finger protein 410,ZN410,Q86VK4,57862,ZNF410,Human,RFU,Protein,SL019915
BAG4.12844.10,12844-10,3.0,SL006067,BAG family molecular chaperone regulator 4,BAG4,O95429,9530,BAG4,Human,RFU,Protein,SL006067
SNX17.12845.18,12845-18,3.0,SL011225,Sorting nexin-17,SNX17,Q15036,9784,SNX17,Human,RFU,Protein,SL011225
FBXL5.12846.3,12846-3,3.0,SL019936,F-box/LRR-repeat protein 5,FBXL5,Q9UKA1,26234,FBXL5,Human,RFU,Protein,SL019936
RNGTT.12847.27,12847-27,3.0,SL019942,mRNA-capping enzyme,MCE1,O60942,8732,RNGTT,Human,RFU,Protein,SL019942
ARHGEF2.12848.9,12848-9,3.0,SL019951,Rho guanine nucleotide exchange factor 2,ARHG2,Q92974,9181,ARHGEF2,Human,RFU,Protein,SL019951
GSKIP.12849.25,12849-25,3.0,SL019958,GSK3-beta interaction protein,GSKIP,Q9P0R6,51527,GSKIP,Human,RFU,Protein,SL019958
POLM.12851.5,12851-5,3.0,SL019921,DNA-directed DNA/RNA polymerase mu,DPOLM,Q9NP87,27434,POLM,Human,RFU,Protein,SL019921
TMOD2.12853.112,12853-112,3.0,SL019937,Tropomodulin-2,TMOD2,Q9NZR1,29767,TMOD2,Human,RFU,Protein,SL019937
TEAD3.12854.3,12854-3,3.0,SL019943,Transcriptional enhancer factor TEF-5,TEAD3,Q99594,7005,TEAD3,Human,RFU,Protein,SL019943
CASS4.12855.16,12855-16,3.0,SL011299,Cas scaffolding protein family member 4,CT032,Q9NQ75,57091,CASS4,Human,RFU,Protein,SL011299
TMEM237.12856.14,12856-14,3.0,SL019959,Transmembrane protein 237,TM237,Q96Q45,65062,TMEM237,Human,RFU,Protein,SL019959
ECI2.12859.33,12859-33,3.0,SL007038,"Enoyl-CoA delta isomerase 2, mitochondrial",PECI,O75521,10455,ECI2,Human,RFU,Protein,SL007038
ARPP21.12860.7,12860-7,3.0,SL006617,cAMP-regulated phosphoprotein 21,cAMP-regulated phosphoprotein 21,Q9UBL0,10777,ARPP21,Human,RFU,Protein,SL006617
TMOD3.12861.13,12861-13,3.0,SL006759,Tropomodulin-3,TMOD3,Q9NYL9,29766,TMOD3,Human,RFU,Protein,SL006759
NEDD9.12862.14,12862-14,3.0,SL014945,Enhancer of filamentation 1,CASL,Q14511,4739,NEDD9,Human,RFU,Protein,SL014945
NIPAL4.12864.9,12864-9,3.0,SL019960,Magnesium transporter NIPA4,NIPA4,Q0D2K0,348938,NIPAL4,Human,RFU,Protein,SL019960
DYNLT3.12867.40,12867-40,3.0,SL019922,Dynein light chain Tctex-type 3,DYLT3,P51808,6990,DYNLT3,Human,RFU,Protein,SL019922
DDX6.12869.68,12869-68,3.0,SL019938,Probable ATP-dependent RNA helicase DDX6,DDX6,P26196,1656,DDX6,Human,RFU,Protein,SL019938
TWF1.12871.10,12871-10,3.0,SL013078,Twinfilin-1,TWF1,Q12792,5756,TWF1,Human,RFU,Protein,SL013078
CNGA2.12872.35,12872-35,3.0,SL019961,Cyclic nucleotide-gated olfactory channel,CNGA2,Q16280,1260,CNGA2,Human,RFU,Protein,SL019961
SPN.12873.11,12873-11,3.0,SL007131,Leukosialin,LEUK,P16150,6693,SPN,Human,RFU,Protein,SL007131
UBTD2.12875.28,12875-28,3.0,SL019923,Ubiquitin domain-containing protein 2,UBTD2,Q8WUN7,92181,UBTD2,Human,RFU,Protein,SL019923
SPEF1.12876.39,12876-39,3.0,SL007787,Sperm flagellar protein 1,SPEF1,Q9Y4P9,25876,SPEF1,Human,RFU,Protein,SL007787
OSBPL11.12878.60,12878-60,3.0,SL019944,Oxysterol-binding protein-related protein 11,OSB11,Q9BXB4,114885,OSBPL11,Human,RFU,Protein,SL019944
RBL1.12879.5,12879-5,3.0,SL003759,Retinoblastoma-like protein 1,p107,P28749,5933,RBL1,Human,RFU,Protein,SL003759
SV2A.12880.1,12880-1,3.0,SL019962,Synaptic vesicle glycoprotein 2A,SV2A,Q7L0J3,9900,SV2A,Human,RFU,Protein,SL019962
RDH16.12881.17,12881-17,3.0,SL019970,Retinol dehydrogenase 16,RDH16,O75452,8608,RDH16,Human,RFU,Protein,SL019970
PARP11.12882.7,12882-7,3.0,SL019918,Poly [ADP-ribose] polymerase 11,PAR11,Q9NR21,57097,PARP11,Human,RFU,Protein,SL019918
NR1D2.12885.42,12885-42,3.0,SL007432,Nuclear receptor subfamily 1 group D member 2,NR1D2,Q14995,9975,NR1D2,Human,RFU,Protein,SL007432
SAP30.12888.18,12888-18,3.0,SL012382,Histone deacetylase complex subunit SAP30,SAP30,O75446,8819,SAP30,Human,RFU,Protein,SL012382
MICALL2.12891.1,12891-1,3.0,SL019924,MICAL-like protein 2,MILK2,Q8IY33,79778,MICALL2,Human,RFU,Protein,SL019924
SYTL1.12892.10,12892-10,3.0,SL019931,Synaptotagmin-like protein 1,SYTL1,Q8IYJ3,84958,SYTL1,Human,RFU,Protein,SL019931
IFI16.12893.159,12893-159,3.0,SL006071,Gamma-interferon-inducible protein 16,IP16,Q16666,3428,IFI16,Human,RFU,Protein,SL006071
PAXIP1.12894.3,12894-3,3.0,SL019946,PAX-interacting protein 1,PAXI1,Q6ZW49,22976,PAXIP1,Human,RFU,Protein,SL019946
DGKB.12895.28,12895-28,3.0,SL019952,Diacylglycerol kinase beta,DGKB,Q9Y6T7,1607,DGKB,Human,RFU,Protein,SL019952
NoneX.12898.5,12898-5,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.12900.29,12900-29,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
CUBN.12904.180,12904-180,3.0,SL004440,cubilin,cubilin,O60494,8029,CUBN,Human,RFU,Protein,SL004440
NoneX.12906.137,12906-137,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.12912.25,12912-25,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.12915.26,12915-26,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
MTCP1.12916.3,12916-3,3.0,SL019344,Protein p13 MTCP-1,MTCP1,P56278,4515,MTCP1,Human,RFU,Protein,SL019344
NoneX.12921.51,12921-51,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
KRT17.12923.51,12923-51,3.0,SL005401,"Keratin, type I cytoskeletal 17",Keratin 17,Q04695,3872,KRT17,Human,RFU,Protein,SL005401
AXIN2.12925.105,12925-105,3.0,SL018508,Axin-2,AXIN2,Q9Y2T1,8313,AXIN2,Human,RFU,Protein,SL018508
