target,trimester,contrast,estimate,se,df,t_ratio,p_value
HIPK3,Third,Control - PPROM,150.82307692307492,45.04611762293429,323,3.348192583111458,0.0027285779137340748
GNS,Second,Control - sPTD,49.25606156441187,14.757635915932868,369,3.3376661306051925,0.0027924773558996264
IDS,Third,Control - sPTD,42.94367245657692,12.9129414663319,323,3.3256305365082452,0.0029512397532196746
PDK1,Third,Control - PPROM,-136.31153846153654,41.02787364843184,323,-3.3224129436877754,0.002984337067806194
FST,Third,Control - PPROM,135.07692307692156,40.76418742723296,323,3.3136174569416768,0.0030765806431993486
LYN,Second,PPROM - sPTD,166.50806451612831,50.48101442330842,369,3.298429447551813,0.0032004591159005558
NACA,Second,Control - PPROM,-175.25326797385495,53.16104016609939,369,-3.296648587504752,0.003220229027859016
CHL1,Second,Control - PPROM,175.3937908496734,53.233452777443496,369,3.294803956883155,0.0032408264231118863
TFPI,Third,Control - sPTD,-42.64429280397127,12.953642765018785,323,-3.29206954194629,0.003313886713298881
C2,Third,Control - PPROM,151.74230769230627,46.11836263532659,323,3.290279598436392,0.003334345470698585
BMP10,Second,Control - sPTD,48.19154543537761,14.663850224683339,369,3.2864182801224904,0.003336013598900114
GRN,Second,Control - PPROM,-157.53431372549096,47.964438491010384,369,-3.284398164173577,0.0033593290079969615
BDNF,Second,Control - PPROM,-150.31209150326916,45.92595375637614,369,-3.272922589711064,0.003494671231430271
FGF7,Second,PPROM - sPTD,-172.98387096774127,52.85799784933548,369,-3.2726148928456995,0.003498368888635025
ABL1,Second,Control - PPROM,161.5637254901953,49.491899783984174,369,3.2644478428867694,0.0035978510155319525
CAPG,Second,Control - PPROM,-173.16339869281046,53.0873866828306,369,-3.2618557723960175,0.0036299693058956
CRTAM,Third,Control - PPROM,147.52692307692197,45.34645315473223,323,3.253328823172281,0.0037838014846276096
CD226,Third,PPROM - sPTD,125.07258064515995,38.45781477252606,323,3.2522019616806395,0.0037983527924914115
IDS,Third,Control - PPROM,-149.6692307692305,46.0325527041568,323,-3.2513780352597124,0.0038090250909130104
PPIB,Third,Control - PPROM,-136.03461538461298,41.85763916667145,323,-3.249935211179531,0.0038277809750358847
DBNL,Third,PPROM - sPTD,155.43548387096806,47.84021730317077,323,3.2490547207582616,0.003839268890736311
DKK1,Second,Control - PPROM,156.4754901960765,48.229402595185555,369,3.244400340378599,0.0038532801057182507
KIF23,Third,Control - PPROM,-134.43846153846098,41.53289167075821,323,-3.236915517565905,0.004000945049934869
DAPK2,Second,PPROM - sPTD,176.8790322580622,54.750823880773844,369,3.2306186413420273,0.0040385150469983335
KYNU,Second,Control - sPTD,47.67731393632705,14.772205608858904,369,3.2275013764860496,0.004081541296040644
OLR1,Second,Control - PPROM,-170.013071895423,52.73179664876887,369,-3.2241092225214802,0.004128843828368783
IL24,Third,PPROM - sPTD,154.2741935483856,47.82770699276229,323,3.2256238747078494,0.004156976339728883
OLR1,Second,Control - sPTD,46.890153911025564,14.59317471237337,369,3.2131564813835873,0.004285064325081792
NANOG,Third,Control - PPROM,144.92307692307512,45.10147067415803,323,3.2132672118408827,0.00433417289483861
ENPP7,Third,PPROM - sPTD,-153.51612903225612,47.84179512134429,323,-3.208828779164391,0.004399509998580765
MICA,Third,PPROM - sPTD,114.41935483870836,35.68134776331008,323,3.2066993544554925,0.004431179382494606
LCK,Third,Control - PPROM,130.0884615384595,40.716090417543974,323,3.1950135733662255,0.0046087623999409985
FCN2,Third,Control - PPROM,118.61923076922942,37.16172757205072,323,3.191972992623808,0.004656036247682644
MDM2,Second,Control - PPROM,-165.24346405228772,51.937265732097565,369,-3.1815972928695433,0.004766312536942823
C7,Second,Control - sPTD,46.32005060088426,14.577126267787454,369,3.1775845080825253,0.004830962239648379
TSLP,Third,PPROM - sPTD,-151.81451612903186,47.81457140251367,323,-3.175068011193148,0.004927150507218948
CRP,Second,PPROM - sPTD,159.29838709677418,50.31072558874972,369,3.16629079053465,0.005017289994713558
PAK3,Third,PPROM - sPTD,134.37096774193373,42.47490202404536,323,3.16353802690034,0.005120356223270291
JAG1,Second,Control - PPROM,-163.99836601307112,51.949804463334154,369,-3.1568620461087615,0.005177909678111837
FGF9,Third,PPROM - sPTD,-150.3306451612884,47.77888428822329,323,-3.1463824951295996,0.005420814833744042
FST,Second,Control - PPROM,160.7696078431352,51.2072269378556,369,3.1395882467574943,0.005484547751251212
BGN,Third,Control - PPROM,-112.05769230769046,35.66094703431183,323,-3.14230836886839,0.005494520843577525
GPNMB,Second,Control - PPROM,-166.81535947712183,53.36358427968229,369,-3.1260148981528455,0.005737158325591121
TFF3,Second,Control - sPTD,45.92694497153873,14.71413052613096,369,3.1212816068184694,0.005827742020016338
GDF2,Second,Control - PPROM,129.20588235293891,41.407624654648856,369,3.120340358341055,0.005845911654710317
DBNL,Second,PPROM - sPTD,162.47580645161065,52.186348073479834,369,3.1133775872348872,0.005981949841183546
BCAR3,Second,Control - PPROM,-137.79411764705978,44.28515723422864,369,-3.111519214400727,0.006018748650238149
GPC5,Third,Control - PPROM,107.11538461538365,34.43267732037892,323,3.1108642415089687,0.006095273954589626
FAM107B,Second,Control - PPROM,149.15686274509866,48.04789218123115,369,3.104337276284588,0.006162932128037676
TBK1,Third,PPROM - sPTD,-134.84677419354773,43.50155590819353,323,-3.0998149693342185,0.006320365049081077
C2,Third,Control - sPTD,-40.06414392059678,12.937012662764271,323,-3.096862078206872,0.006381803742198846
IDE,Second,PPROM - sPTD,160.58870967741456,51.98027490141045,369,3.0894163215180894,0.0064727075214214445
DLL4,Second,Control - PPROM,152.95261437908476,49.56599445061099,369,3.0858377013194245,0.006549104410434551
ECM1,Second,Control - PPROM,159.81372549019653,52.227466563630166,369,3.059955536910661,0.007126828442323234
EDA,Second,PPROM - sPTD,-160.72580645161318,52.61307208049087,369,-3.0548645060247472,0.0072458400271383375
KIF23,Second,PPROM - sPTD,166.95161290322108,54.73582938496495,369,3.050133975846541,0.007358058583330969
COMMD7,Second,PPROM - sPTD,-166.22580645161167,54.53594768310276,369,-3.0480043625081175,0.007409097080436723
OSM,Third,PPROM - sPTD,135.59677419354733,44.543778928542956,323,3.0441237240125365,0.007575983116241926
CAMK1,Third,Control - PPROM,-108.51153846153731,35.715452742306205,323,-3.038223797538526,0.007721637749431674
LGMN,Third,PPROM - sPTD,-131.79838709677392,43.38785665143751,323,-3.0376791404008485,0.007735212883858039
WNT7A,Second,Control - PPROM,161.86437908496538,53.4108314498465,369,3.030553441897984,0.007839741586619646
C6,Second,Control - PPROM,-152.2173202614376,50.34074595281198,369,-3.0237398628165324,0.00801403230023324
TFPI,Second,Control - PPROM,141.86274509803698,47.07891211933232,369,3.0132970094647313,0.00828806997640457
ROBO2,Second,Control - PPROM,-159.68954248365802,53.05687971373642,369,-3.009780133043037,0.008382275962543616
PTK6,Second,Control - PPROM,-156.93790849673232,52.16066551374603,369,-3.0087405317973572,0.008410311032728102
PSME3,Second,Control - sPTD,43.876027830489235,14.597602955326138,369,3.0057008650506183,0.008492776084769246
GREM1,Second,Control - PPROM,127.14542483660183,42.520554146412906,369,2.990210908324392,0.00892464448339837
STK16,Second,PPROM - sPTD,-138.65322580645227,46.39036115670396,369,-2.98883695554966,0.008963906438379339
IDUA,Third,PPROM - sPTD,-142.04838709677347,47.58713133799082,323,-2.985016812378649,0.00915622076701564
BPI,Second,Control - PPROM,-150.02614379084812,50.39488431038139,369,-2.9770113741474074,0.00930843204211716
PDE4D,Third,PPROM - sPTD,-140.8387096774174,47.552451301414585,323,-2.961754984715746,0.009856996466259628
DLL4,Third,Control - PPROM,-106.58846153845982,36.038559841819044,323,-2.957622668783087,0.009986502295134921
TFPI,Third,Control - PPROM,136.56538461538292,46.17764626644209,323,2.957391631167369,0.009993788710627963
GDF2,Third,Control - PPROM,137.08076923076754,46.406317272350435,323,2.9539247518018903,0.010103712143987365
GPNMB,Third,Control - PPROM,-131.19615384615358,44.55364726170736,323,-2.94467820054124,0.010402320791404336
PSME1,Second,Control - PPROM,-151.37581699346384,51.50053655824136,369,-2.939305628831162,0.010489479947876775
JAG1,Third,Control - PPROM,123.58846153845994,42.00924076571185,323,2.9419351382168624,0.01049244489766563
DKK3,Third,PPROM - sPTD,-139.78225806451425,47.65123866968961,323,-2.9334443755693616,0.010775954769302373
RTN4,Second,Control - PPROM,-144.98039215686538,49.686634559465475,369,-2.9178951933915216,0.011219561383012121
SKP1,Third,PPROM - sPTD,-110.50806451612785,37.925100229405416,323,-2.9138502956531376,0.011457117479868788
TPSB2,Second,Control - sPTD,-42.558612692387726,14.691094666708528,369,-2.896898676232054,0.011980282537439074
LBP,Second,PPROM - sPTD,-157.6209677419322,54.41462866148088,369,-2.8966653199548373,0.011988995301693015
GAS1,Second,Control - PPROM,120.94934640522979,41.774931157584675,369,2.89526141764258,0.0120415344691724
C5,Third,PPROM - sPTD,-135.39516129032188,46.76952668550534,323,-2.8949440134548787,0.012151405016009463
DKK3,Second,Control - PPROM,149.12091503267885,51.55786880331481,369,2.8923017668079294,0.012152983679092448
LY86,Third,Control - PPROM,-101.96923076922954,35.26381566868147,323,-2.8916108150993582,0.012277714549320522
TPSB2,Third,PPROM - sPTD,-138.1532258064513,47.78840100891151,323,-2.890936354633182,0.01230341798448491
FCN1,Second,Control - PPROM,-132.84150326797425,46.23781406183879,369,-2.873005698113476,0.012902943945083355
FUT5,Second,Control - sPTD,-41.94444444444666,14.642141658240202,369,-2.8646386180017225,0.013241044808267944
MEPE,Third,Control - PPROM,102.07692307692204,35.626321841370554,323,2.865210827304285,0.013321198538112797
ASGR1,Second,PPROM - sPTD,-154.64516129031955,54.24323705062216,369,-2.8509574593787224,0.013811283811780494
NAGK,Third,Control - sPTD,37.01923076922914,12.98076377091431,323,2.8518530513726206,0.013879378402823913
TLR2,Third,Control - PPROM,-127.54230769230632,45.146753212769575,323,-2.825060466501753,0.01506356912699999
CNDP1,Second,PPROM - sPTD,152.08064516128687,54.16020027656067,369,2.8079778949248824,0.01575095748081859
BOC,Second,PPROM - sPTD,122.03225806451744,43.59920127299668,369,2.798956276754055,0.016188230763651085
GAS1,Third,Control - PPROM,97.20384615384555,34.77755318833389,323,2.7950168209778634,0.016500055794329754
CNDP1,Second,Control - sPTD,-40.79190385831973,14.62182176255642,369,-2.78979627304579,0.016643443464386367
EDAR,Third,PPROM - sPTD,-114.24193548386951,41.060748074399555,323,-2.782266296679986,0.017146399483132048
PSME3,Second,PPROM - sPTD,-149.5161290322563,54.070492203835414,369,-2.7652074715467556,0.01792331808592506
GDF2,Third,Control - sPTD,-36.024069478909254,13.0177890080768,323,-2.7672955412442435,0.017934514894436294
NANOG,Second,PPROM - sPTD,149.3870967741931,54.27877496420802,369,2.7522193872780014,0.018634713480883674
ALCAM,Second,Control - PPROM,-142.04575163398653,51.80157410601979,369,-2.742112649767521,0.01920584202012492
METAP1,Second,Control - PPROM,112.45098039215864,41.02797800345818,369,2.7408365185016024,0.01927906920191113
PAK3,Second,Control - PPROM,-138.86437908496737,50.91583034816003,369,-2.727332111357496,0.02006958121019348
TPSB2,Second,Control - PPROM,144.20751633986814,53.08562610819971,369,2.7165077802029267,0.020724204822041306
MIA,Third,Control - PPROM,120.1192307692291,44.373230950725166,323,2.707020160479571,0.02145015419192063
ARSB,Third,Control - PPROM,103.17692307692116,38.23656812894573,323,2.698383461846684,0.022001877899285018
BMPER,Second,Control - PPROM,128.51470588235063,47.830169996843864,369,2.686896280963058,0.022614562180077964
IDUA,Second,PPROM - sPTD,-144.66129032257734,53.88228410975425,369,-2.684765367925252,0.02275640637294831
C3,Second,Control - PPROM,138.83986928104403,51.74961143627386,369,2.6829161693709707,0.022880146736358763
FCN1,Third,PPROM - sPTD,-117.27419354838602,43.69081202713153,323,-2.6841843423637903,0.02293678555153049
LCK,Second,Control - PPROM,138.31862745097982,51.82789026316862,369,2.668806828690761,0.023844396992339187
ROBO2,Second,Control - sPTD,39.16529622601608,14.68313929284657,369,2.667365298720342,0.02394494209466347
PPID,Third,PPROM - sPTD,-98.33064516128901,36.94641338743923,323,-2.661439532171714,0.024509086813462
HINT1,Second,Control - PPROM,134.19281045751453,50.461989207218934,369,2.6592849898655464,0.024515624148512112
SLPI,Third,Control - sPTD,34.60756823821177,13.007895415691905,323,2.6605048036028474,0.02457572797283534
PPID,Second,Control - PPROM,-126.5506535947692,47.88010155074371,369,-2.643074043204562,0.02569753850947707
PDE3A,Third,Control - PPROM,-115.892307692307,43.88037625199523,323,-2.641096489846926,0.025996752295265293
HINT1,Third,PPROM - sPTD,-117.0887096774191,44.39127053872729,323,-2.6376516881910375,0.02625654509690363
GOT1,Second,Control - PPROM,-111.85294117647183,42.500658578614136,369,-2.631793127854141,0.026549935275463142
MICA,Second,Control - PPROM,-111.76633986927914,42.48702138468353,369,-2.630599562565961,0.02664158972150564
LGMN,Second,Control - PPROM,-115.89542483660296,44.15385917003677,369,-2.624808499530902,0.027090329233541918
NAGK,Third,PPROM - sPTD,-124.24999999999966,47.3806437155987,323,-2.6223788926509233,0.027436648825955864
SET,Third,Control - PPROM,91.10769230769205,34.83225914130983,323,2.6156124969695562,0.027974516686796062
PCSK9,Second,Control - PPROM,-137.44444444444306,52.66701719458736,369,-2.6096872723327182,0.02829416069170066
SLPI,Third,PPROM - sPTD,-123.91935483870947,47.47967600809802,323,-2.609945249364677,0.028432264814451526
AURKB,Second,PPROM - sPTD,-139.01612903225666,53.47425118295414,369,-2.5996835104176363,0.029116693295080723
NACA,Second,PPROM - sPTD,141.54032258064183,54.49409684799404,369,2.5973514704804583,0.029311488387318677
CRP,Third,Control - PPROM,-113.980769230768,44.055006569097095,323,-2.5872375947100905,0.03033443153246271
SET,Second,Control - PPROM,106.49509803921771,41.19490310386229,369,2.585152288639152,0.03034961459536388
FUT5,Second,PPROM - sPTD,139.7499999999975,54.23546652160896,369,2.576727166978772,0.03108564243279416
ASGR1,Second,Control - sPTD,37.70777988615026,14.644239495575581,369,2.57492237118512,0.031245370364956386
CAPG,Second,Control - sPTD,-37.80855998313501,14.691581894051728,369,-2.5734846155976436,0.0313731388256189
SBDS,Second,Control - PPROM,-127.66013071895242,49.637945649601846,369,-2.571825426058429,0.0315211652932176
SPINT2,Second,Control - PPROM,116.6617647058799,45.5114596759441,369,2.563349220977493,0.03228715640844554
ROBO2,Third,Control - PPROM,94.54230769230614,37.13916594366171,323,2.545622802507794,0.03411792149000481
GPC2,Third,Control - PPROM,92.64999999999971,36.40322616842576,323,2.5451040952067987,0.0341676252341303
TGM3,Third,PPROM - sPTD,-118.45161290322501,46.548397413003755,323,-2.544697980732939,0.03420658513329205
C9,Second,Control - PPROM,-120.42973856209069,47.602695173189026,369,-2.529893278604099,0.035475292844703854
SPARCL1,Second,Control - PPROM,-103.83006535947824,41.09882961857216,369,-2.526350903981909,0.03582875360868083
RAN,Third,PPROM - sPTD,-89.74999999999896,35.52078309845837,323,-2.526689790346829,0.03597449413432853
TNFSF15,Second,PPROM - sPTD,-135.50806451612544,53.6832964418251,369,-2.5242128091551024,0.03604360833215434
FGR,Third,PPROM - sPTD,-117.33870967741923,46.48012293895318,323,-2.524492240081453,0.03619571164116474
BMP10,Second,Control - PPROM,-133.6552287581701,52.987179512102735,369,-2.5224069291637248,0.03622597171129147
JAK2,Second,Control - PPROM,103.5866013071906,41.09117650660111,369,2.5208964579184023,0.03637913394484716
NMT1,Second,PPROM - sPTD,134.90322580644735,53.58176243942451,369,2.5177078853828063,0.036704349606767724
TFF3,Second,Control - PPROM,133.33823529411643,53.16886517568398,369,2.507825488724118,0.037728787269579345
PLCG1,Third,PPROM - sPTD,-116.80645161290319,46.803457316165456,323,-2.4956799841485084,0.03921020519928803
CD226,Second,PPROM - sPTD,113.26612903225909,45.42913637212199,369,2.493248564191634,0.03928627915165912
DHH,Third,PPROM - sPTD,-98.23387096774094,39.41045526929228,323,-2.492584018542981,0.0395470394784395
CAPG,Second,PPROM - sPTD,135.35483870967545,54.418596443225795,369,2.487290146317709,0.039939179456691586
WNT7A,Second,PPROM - sPTD,-135.62096774193174,54.75015185304603,369,-2.477088430840333,0.041079427561885706
PAK6,Third,PPROM - sPTD,100.32258064516134,40.60487135391993,323,2.4707030782274932,0.042001802047519354
ERBB4,Second,PPROM - sPTD,-131.33870967741618,53.240246513221635,369,-2.466906490464871,0.04224615848543492
LRP8,Third,Control - PPROM,-87.66923076922936,35.62740945471467,323,-2.4607242600858776,0.043165486967893296
RSPO2,Second,Control - PPROM,-122.23366013072024,49.71316638866716,369,-2.4587784084215,0.04319852057482178
CFC1,Third,PPROM - sPTD,-98.61290322580524,40.1158768421853,323,-2.4582013653533124,0.043464182974547065
COLEC12,Second,Control - PPROM,-105.02124183006674,42.97756633220355,369,-2.443629334855408,0.045024378162509426
AREG,Third,PPROM - sPTD,-97.23387096774078,39.77566222666049,323,-2.444556935687364,0.045111548629241056
PDE5A,Third,Control - PPROM,-109.14615384615317,45.17538633922851,323,-2.4160535789679565,0.04873220297504062
