chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,trimester,group,uni_prot,protein,rowsum,rank,norm_rank
chr6,VTA1,ENST00000367630,TRUE,0.898,4,Second,Control,Q9NP79,DRG-1,374870,1062,0.911587982832618
chr6,VTA1,ENST00000367630,TRUE,0.898,4,Second,sPTD,Q9NP79,DRG-1,262909,1139,0.9776824034334765
chr6,VTA1,ENST00000367630,TRUE,0.898,4,Second,PPROM,Q9NP79,DRG-1,283380,899.5,0.7721030042918455
chr6,VTA1,ENST00000367630,TRUE,0.898,4,Third,Control,Q9NP79,DRG-1,317167,1039,0.8918454935622318
chr6,VTA1,ENST00000367630,TRUE,0.898,4,Third,sPTD,Q9NP79,DRG-1,325583,1159,0.9948497854077252
chr6,VTA1,ENST00000367630,TRUE,0.898,4,Third,PPROM,Q9NP79,DRG-1,194647,241,0.2068669527896996
NA,VWC2L,NM_001080500.4,TRUE,0.741,NA,Second,Control,B2RUY7,VWC2L,369872,1030,0.8841201716738197
NA,VWC2L,NM_001080500.4,TRUE,0.741,NA,Third,Control,B2RUY7,VWC2L,335663,1094,0.9390557939914164
chr2,VWC2L,ENST00000312504,TRUE,0.741,3,Second,Control,B2RUY7,VWC2L,369872,1030,0.8841201716738197
chr2,VWC2L,ENST00000312504,TRUE,0.741,3,Third,Control,B2RUY7,VWC2L,335663,1094,0.9390557939914164
NA,VWF,NM_000552.5,TRUE,0.639,NA,Second,Control,P04275,vWF,3547,10,0.00858369098712446
NA,VWF,NM_000552.5,TRUE,0.639,NA,Second,sPTD,P04275,vWF,28336,23,0.01974248927038626
NA,VWF,NM_000552.5,TRUE,0.639,NA,Second,PPROM,P04275,vWF,303639,1071.5,0.9197424892703864
NA,VWF,NM_000552.5,TRUE,0.639,NA,Third,Control,P04275,vWF,29321,75,0.06437768240343347
NA,VWF,NM_000552.5,TRUE,0.639,NA,Third,sPTD,P04275,vWF,43458,165,0.14163090128755365
NA,VWF,NM_000552.5,TRUE,0.639,NA,Third,PPROM,P04275,vWF,330589,684,0.5871244635193134
chr12,VWF,ENST00000261405,TRUE,0.639,2,Second,Control,P04275,vWF,3547,10,0.00858369098712446
chr12,VWF,ENST00000261405,TRUE,0.639,2,Second,sPTD,P04275,vWF,28336,23,0.01974248927038626
chr12,VWF,ENST00000261405,TRUE,0.639,2,Second,PPROM,P04275,vWF,303639,1071.5,0.9197424892703864
chr12,VWF,ENST00000261405,TRUE,0.639,2,Third,Control,P04275,vWF,29321,75,0.06437768240343347
chr12,VWF,ENST00000261405,TRUE,0.639,2,Third,sPTD,P04275,vWF,43458,165,0.14163090128755365
chr12,VWF,ENST00000261405,TRUE,0.639,2,Third,PPROM,P04275,vWF,330589,684,0.5871244635193134
NA,WFIKKN1,NM_053284.3,TRUE,1.94,NA,Second,Control,Q96NZ8,WFKN1,366992,1016,0.8721030042918455
NA,WFIKKN1,NM_053284.3,TRUE,1.94,NA,Second,sPTD,Q96NZ8,WFKN1,113397,505,0.4334763948497854
NA,WFIKKN1,NM_053284.3,TRUE,1.94,NA,Second,PPROM,Q96NZ8,WFKN1,268302,752,0.6454935622317597
NA,WFIKKN1,NM_053284.3,TRUE,1.94,NA,Third,Control,Q96NZ8,WFKN1,340481,1103,0.9467811158798284
NA,WFIKKN1,NM_053284.3,TRUE,1.94,NA,Third,sPTD,Q96NZ8,WFKN1,113151,488,0.4188841201716738
NA,WFIKKN1,NM_053284.3,TRUE,1.94,NA,Third,PPROM,Q96NZ8,WFKN1,253003,504.5,0.4330472103004292
chr16,WFIKKN1,ENST00000319070,TRUE,1.94,9,Second,Control,Q96NZ8,WFKN1,366992,1016,0.8721030042918455
chr16,WFIKKN1,ENST00000319070,TRUE,1.94,9,Second,sPTD,Q96NZ8,WFKN1,113397,505,0.4334763948497854
chr16,WFIKKN1,ENST00000319070,TRUE,1.94,9,Second,PPROM,Q96NZ8,WFKN1,268302,752,0.6454935622317597
chr16,WFIKKN1,ENST00000319070,TRUE,1.94,9,Third,Control,Q96NZ8,WFKN1,340481,1103,0.9467811158798284
chr16,WFIKKN1,ENST00000319070,TRUE,1.94,9,Third,sPTD,Q96NZ8,WFKN1,113151,488,0.4188841201716738
chr16,WFIKKN1,ENST00000319070,TRUE,1.94,9,Third,PPROM,Q96NZ8,WFKN1,253003,504.5,0.4330472103004292
NA,WFIKKN2,NM_175575.6,TRUE,0.84,NA,Second,Control,Q8TEU8,WFKN2,127740,373,0.3201716738197425
NA,WFIKKN2,NM_175575.6,TRUE,0.84,NA,Second,sPTD,Q8TEU8,WFKN2,175282,810,0.6952789699570815
NA,WFIKKN2,NM_175575.6,TRUE,0.84,NA,Second,PPROM,Q8TEU8,WFKN2,303639,1071.5,0.9197424892703864
NA,WFIKKN2,NM_175575.6,TRUE,0.84,NA,Third,Control,Q8TEU8,WFKN2,176189,543,0.4660944206008584
NA,WFIKKN2,NM_175575.6,TRUE,0.84,NA,Third,sPTD,Q8TEU8,WFKN2,237074,857,0.7356223175965665
NA,WFIKKN2,NM_175575.6,TRUE,0.84,NA,Third,PPROM,Q8TEU8,WFKN2,153473,102,0.08755364806866953
chr17,WFIKKN2,ENST00000311378,TRUE,0.84,3,Second,Control,Q8TEU8,WFKN2,127740,373,0.3201716738197425
chr17,WFIKKN2,ENST00000311378,TRUE,0.84,3,Second,sPTD,Q8TEU8,WFKN2,175282,810,0.6952789699570815
chr17,WFIKKN2,ENST00000311378,TRUE,0.84,3,Second,PPROM,Q8TEU8,WFKN2,303639,1071.5,0.9197424892703864
chr17,WFIKKN2,ENST00000311378,TRUE,0.84,3,Third,Control,Q8TEU8,WFKN2,176189,543,0.4660944206008584
chr17,WFIKKN2,ENST00000311378,TRUE,0.84,3,Third,sPTD,Q8TEU8,WFKN2,237074,857,0.7356223175965665
chr17,WFIKKN2,ENST00000311378,TRUE,0.84,3,Third,PPROM,Q8TEU8,WFKN2,153473,102,0.08755364806866953
NA,WIF1,NM_007191.5,TRUE,0.924,NA,Second,Control,Q9Y5W5,WIF-1,225690,601,0.5158798283261803
NA,WIF1,NM_007191.5,TRUE,0.924,NA,Second,sPTD,Q9Y5W5,WIF-1,221880,1014,0.8703862660944206
NA,WIF1,NM_007191.5,TRUE,0.924,NA,Second,PPROM,Q9Y5W5,WIF-1,145239,424,0.3639484978540773
NA,WIF1,NM_007191.5,TRUE,0.924,NA,Third,Control,Q9Y5W5,WIF-1,132252,388,0.33304721030042916
NA,WIF1,NM_007191.5,TRUE,0.924,NA,Third,sPTD,Q9Y5W5,WIF-1,286173,1031,0.8849785407725322
NA,WIF1,NM_007191.5,TRUE,0.924,NA,Third,PPROM,Q9Y5W5,WIF-1,366299,1099.5,0.9437768240343348
chr12,WIF1,ENST00000286574,TRUE,0.924,4,Second,Control,Q9Y5W5,WIF-1,225690,601,0.5158798283261803
chr12,WIF1,ENST00000286574,TRUE,0.924,4,Second,sPTD,Q9Y5W5,WIF-1,221880,1014,0.8703862660944206
chr12,WIF1,ENST00000286574,TRUE,0.924,4,Second,PPROM,Q9Y5W5,WIF-1,145239,424,0.3639484978540773
chr12,WIF1,ENST00000286574,TRUE,0.924,4,Third,Control,Q9Y5W5,WIF-1,132252,388,0.33304721030042916
chr12,WIF1,ENST00000286574,TRUE,0.924,4,Third,sPTD,Q9Y5W5,WIF-1,286173,1031,0.8849785407725322
chr12,WIF1,ENST00000286574,TRUE,0.924,4,Third,PPROM,Q9Y5W5,WIF-1,366299,1099.5,0.9437768240343348
NA,WNT7A,NM_004625.4,TRUE,0.807,NA,Second,Control,O00755,WNT7A,339659,917,0.7871244635193133
NA,WNT7A,NM_004625.4,TRUE,0.807,NA,Second,sPTD,O00755,WNT7A,84944,300,0.2575107296137339
NA,WNT7A,NM_004625.4,TRUE,0.807,NA,Second,PPROM,O00755,WNT7A,283380,899.5,0.7721030042918455
NA,WNT7A,NM_004625.4,TRUE,0.807,NA,Third,Control,O00755,WNT7A,338092,1100,0.944206008583691
NA,WNT7A,NM_004625.4,TRUE,0.807,NA,Third,sPTD,O00755,WNT7A,209202,768,0.6592274678111588
NA,WNT7A,NM_004625.4,TRUE,0.807,NA,Third,PPROM,O00755,WNT7A,355847,947,0.8128755364806867
chr3,WNT7A,ENST00000285018,TRUE,0.807,3,Second,Control,O00755,WNT7A,339659,917,0.7871244635193133
chr3,WNT7A,ENST00000285018,TRUE,0.807,3,Second,sPTD,O00755,WNT7A,84944,300,0.2575107296137339
chr3,WNT7A,ENST00000285018,TRUE,0.807,3,Second,PPROM,O00755,WNT7A,283380,899.5,0.7721030042918455
chr3,WNT7A,ENST00000285018,TRUE,0.807,3,Third,Control,O00755,WNT7A,338092,1100,0.944206008583691
chr3,WNT7A,ENST00000285018,TRUE,0.807,3,Third,sPTD,O00755,WNT7A,209202,768,0.6592274678111588
chr3,WNT7A,ENST00000285018,TRUE,0.807,3,Third,PPROM,O00755,WNT7A,355847,947,0.8128755364806867
NA,XCL1,NM_002995.3,TRUE,1.485,NA,Second,Control,P47992,Lymphotactin,386916,1124,0.9648068669527896
NA,XCL1,NM_002995.3,TRUE,1.485,NA,Second,sPTD,P47992,Lymphotactin,102869,410,0.351931330472103
NA,XCL1,NM_002995.3,TRUE,1.485,NA,Second,PPROM,P47992,Lymphotactin,92162,157,0.13476394849785409
NA,XCL1,NM_002995.3,TRUE,1.485,NA,Third,Control,P47992,Lymphotactin,331068,1083,0.9296137339055794
NA,XCL1,NM_002995.3,TRUE,1.485,NA,Third,sPTD,P47992,Lymphotactin,196337,738,0.6334763948497855
NA,XCL1,NM_002995.3,TRUE,1.485,NA,Third,PPROM,P47992,Lymphotactin,253807,593,0.5090128755364807
chr1,XCL1,ENST00000367818,TRUE,1.485,8,Second,Control,P47992,Lymphotactin,386916,1124,0.9648068669527896
chr1,XCL1,ENST00000367818,TRUE,1.485,8,Second,sPTD,P47992,Lymphotactin,102869,410,0.351931330472103
chr1,XCL1,ENST00000367818,TRUE,1.485,8,Second,PPROM,P47992,Lymphotactin,92162,157,0.13476394849785409
chr1,XCL1,ENST00000367818,TRUE,1.485,8,Third,Control,P47992,Lymphotactin,331068,1083,0.9296137339055794
chr1,XCL1,ENST00000367818,TRUE,1.485,8,Third,sPTD,P47992,Lymphotactin,196337,738,0.6334763948497855
chr1,XCL1,ENST00000367818,TRUE,1.485,8,Third,PPROM,P47992,Lymphotactin,253807,593,0.5090128755364807
NA,XPNPEP1,NM_020383.4,TRUE,0.545,NA,Second,Control,Q9NQW7,XPNPEP1,339979,919,0.7888412017167382
NA,XPNPEP1,NM_020383.4,TRUE,0.545,NA,Second,sPTD,Q9NQW7,XPNPEP1,232794,1048,0.8995708154506438
NA,XPNPEP1,NM_020383.4,TRUE,0.545,NA,Second,PPROM,Q9NQW7,XPNPEP1,145239,424,0.3639484978540773
NA,XPNPEP1,NM_020383.4,TRUE,0.545,NA,Third,Control,Q9NQW7,XPNPEP1,294981,930,0.7982832618025751
NA,XPNPEP1,NM_020383.4,TRUE,0.545,NA,Third,sPTD,Q9NQW7,XPNPEP1,286251,1032,0.8858369098712446
NA,XPNPEP1,NM_020383.4,TRUE,0.545,NA,Third,PPROM,Q9NQW7,XPNPEP1,350264,791.5,0.6793991416309013
chr10,XPNPEP1,ENST00000502935,TRUE,0.545,1,Second,Control,Q9NQW7,XPNPEP1,339979,919,0.7888412017167382
chr10,XPNPEP1,ENST00000502935,TRUE,0.545,1,Second,sPTD,Q9NQW7,XPNPEP1,232794,1048,0.8995708154506438
chr10,XPNPEP1,ENST00000502935,TRUE,0.545,1,Second,PPROM,Q9NQW7,XPNPEP1,145239,424,0.3639484978540773
chr10,XPNPEP1,ENST00000502935,TRUE,0.545,1,Third,Control,Q9NQW7,XPNPEP1,294981,930,0.7982832618025751
chr10,XPNPEP1,ENST00000502935,TRUE,0.545,1,Third,sPTD,Q9NQW7,XPNPEP1,286251,1032,0.8858369098712446
chr10,XPNPEP1,ENST00000502935,TRUE,0.545,1,Third,PPROM,Q9NQW7,XPNPEP1,350264,791.5,0.6793991416309013
NA,XRCC6,NM_001469.5,TRUE,0.172,NA,Second,Control,P12956,Ku70,80483,207,0.17768240343347638
NA,XRCC6,NM_001469.5,TRUE,0.172,NA,Second,sPTD,P12956,Ku70,82789,288,0.24721030042918457
NA,XRCC6,NM_001469.5,TRUE,0.172,NA,Second,PPROM,P12956,Ku70,303639,1071.5,0.9197424892703864
NA,XRCC6,NM_001469.5,TRUE,0.172,NA,Third,Control,P12956,Ku70,104313,295,0.2532188841201717
NA,XRCC6,NM_001469.5,TRUE,0.172,NA,Third,sPTD,P12956,Ku70,173279,672,0.5768240343347639
NA,XRCC6,NM_001469.5,TRUE,0.172,NA,Third,PPROM,P12956,Ku70,330589,684,0.5871244635193134
chr22,XRCC6,ENST00000360079,TRUE,0.172,0,Second,Control,P12956,Ku70,80483,207,0.17768240343347638
chr22,XRCC6,ENST00000360079,TRUE,0.172,0,Second,sPTD,P12956,Ku70,82789,288,0.24721030042918457
chr22,XRCC6,ENST00000360079,TRUE,0.172,0,Second,PPROM,P12956,Ku70,303639,1071.5,0.9197424892703864
chr22,XRCC6,ENST00000360079,TRUE,0.172,0,Third,Control,P12956,Ku70,104313,295,0.2532188841201717
chr22,XRCC6,ENST00000360079,TRUE,0.172,0,Third,sPTD,P12956,Ku70,173279,672,0.5768240343347639
chr22,XRCC6,ENST00000360079,TRUE,0.172,0,Third,PPROM,P12956,Ku70,330589,684,0.5871244635193134
NA,YES1,NM_005433.4,TRUE,0.751,NA,Second,Control,P07947,YES,100469,271,0.23261802575107296
NA,YES1,NM_005433.4,TRUE,0.751,NA,Second,sPTD,P07947,YES,213950,977,0.8386266094420601
NA,YES1,NM_005433.4,TRUE,0.751,NA,Second,PPROM,P07947,YES,283380,899.5,0.7721030042918455
NA,YES1,NM_005433.4,TRUE,0.751,NA,Third,Control,P07947,YES,147286,434,0.3725321888412017
NA,YES1,NM_005433.4,TRUE,0.751,NA,Third,sPTD,P07947,YES,289268,1043,0.8952789699570816
NA,YES1,NM_005433.4,TRUE,0.751,NA,Third,PPROM,P07947,YES,355847,947,0.8128755364806867
chr18,YES1,ENST00000314574,TRUE,0.751,3,Second,Control,P07947,YES,100469,271,0.23261802575107296
chr18,YES1,ENST00000314574,TRUE,0.751,3,Second,sPTD,P07947,YES,213950,977,0.8386266094420601
chr18,YES1,ENST00000314574,TRUE,0.751,3,Second,PPROM,P07947,YES,283380,899.5,0.7721030042918455
chr18,YES1,ENST00000314574,TRUE,0.751,3,Third,Control,P07947,YES,147286,434,0.3725321888412017
chr18,YES1,ENST00000314574,TRUE,0.751,3,Third,sPTD,P07947,YES,289268,1043,0.8952789699570816
chr18,YES1,ENST00000314574,TRUE,0.751,3,Third,PPROM,P07947,YES,355847,947,0.8128755364806867
NA,ZAP70,NM_001079.4,TRUE,0.624,NA,Second,Control,P43403,ZAP70,102732,284,0.24377682403433476
NA,ZAP70,NM_001079.4,TRUE,0.624,NA,Second,sPTD,P43403,ZAP70,160867,751,0.6446351931330472
NA,ZAP70,NM_001079.4,TRUE,0.624,NA,Second,PPROM,P43403,ZAP70,81558,31.5,0.02703862660944206
NA,ZAP70,NM_001079.4,TRUE,0.624,NA,Third,Control,P43403,ZAP70,82221,221,0.18969957081545064
NA,ZAP70,NM_001079.4,TRUE,0.624,NA,Third,sPTD,P43403,ZAP70,212117,779,0.6686695278969957
NA,ZAP70,NM_001079.4,TRUE,0.624,NA,Third,PPROM,P43403,ZAP70,253003,504.5,0.4330472103004292
chr2,ZAP70,ENST00000264972,TRUE,0.624,2,Second,Control,P43403,ZAP70,102732,284,0.24377682403433476
chr2,ZAP70,ENST00000264972,TRUE,0.624,2,Second,sPTD,P43403,ZAP70,160867,751,0.6446351931330472
chr2,ZAP70,ENST00000264972,TRUE,0.624,2,Second,PPROM,P43403,ZAP70,81558,31.5,0.02703862660944206
chr2,ZAP70,ENST00000264972,TRUE,0.624,2,Third,Control,P43403,ZAP70,82221,221,0.18969957081545064
chr2,ZAP70,ENST00000264972,TRUE,0.624,2,Third,sPTD,P43403,ZAP70,212117,779,0.6686695278969957
chr2,ZAP70,ENST00000264972,TRUE,0.624,2,Third,PPROM,P43403,ZAP70,253003,504.5,0.4330472103004292
chr12,NA,ENST00000551806,TRUE,1.334,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000551806,TRUE,1.334,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000568879,TRUE,1.313,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000568879,TRUE,1.313,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000599632,TRUE,0.82,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000599632,TRUE,0.82,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000549318,TRUE,0.88,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000549318,TRUE,0.88,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000494383,TRUE,0.894,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000494383,TRUE,0.894,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000649547,TRUE,0.692,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000649547,TRUE,0.692,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000598234,TRUE,1.754,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000598234,TRUE,1.754,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr19,NA,ENST00000428311,TRUE,1.783,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr19,NA,ENST00000428311,TRUE,1.783,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr13,NA,ENST00000409186,TRUE,0.694,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr13,NA,ENST00000409186,TRUE,0.694,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000556922,TRUE,0.962,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000556922,TRUE,0.962,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000547378,TRUE,1.456,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000547378,TRUE,1.456,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000460241,TRUE,1.007,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000460241,TRUE,1.007,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000620691,TRUE,1.48,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000620691,TRUE,1.48,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000467614,TRUE,1.632,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000467614,TRUE,1.632,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr9,NA,ENST00000674648,TRUE,1.567,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr9,NA,ENST00000674648,TRUE,1.567,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr13,NA,ENST00000611641,TRUE,1.524,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr13,NA,ENST00000611641,TRUE,1.524,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000568624,TRUE,1.207,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000568624,TRUE,1.207,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr20,NA,ENST00000380593,TRUE,1.56,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr20,NA,ENST00000380593,TRUE,1.56,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr6,NA,ENST00000456570,TRUE,0.75,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr6,NA,ENST00000456570,TRUE,0.75,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr8,NA,ENST00000430850,TRUE,1.261,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr8,NA,ENST00000430850,TRUE,1.261,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr22,NA,ENST00000434291,TRUE,0.751,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr22,NA,ENST00000434291,TRUE,0.751,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr6,NA,ENST00000429234,TRUE,1.264,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr6,NA,ENST00000429234,TRUE,1.264,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr6,NA,ENST00000507747,TRUE,1.353,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr6,NA,ENST00000507747,TRUE,1.353,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr21,NA,ENST00000429238,TRUE,0.964,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr21,NA,ENST00000429238,TRUE,0.964,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr15,NA,ENST00000437723,TRUE,0.967,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr15,NA,ENST00000437723,TRUE,0.967,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000450043,TRUE,1.158,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000450043,TRUE,1.158,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr22,NA,ENST00000439838,TRUE,1.256,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr22,NA,ENST00000439838,TRUE,1.256,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr21,NA,ENST00000433395,TRUE,0.936,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr21,NA,ENST00000433395,TRUE,0.936,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000426595,TRUE,1.121,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000426595,TRUE,1.121,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr10,NA,ENST00000370649,TRUE,0.661,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr10,NA,ENST00000370649,TRUE,0.661,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr6,NA,ENST00000452392,TRUE,0.797,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr6,NA,ENST00000452392,TRUE,0.797,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr7,NA,ENST00000509504,TRUE,0.87,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr7,NA,ENST00000509504,TRUE,0.87,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000636615,TRUE,1.071,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000636615,TRUE,1.071,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr5,NA,ENST00000509403,TRUE,1.846,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr5,NA,ENST00000509403,TRUE,1.846,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr3,NA,ENST00000490594,TRUE,1.075,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr3,NA,ENST00000490594,TRUE,1.075,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr9,NA,ENST00000482796,TRUE,1.007,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr9,NA,ENST00000482796,TRUE,1.007,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000505139,TRUE,0.951,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000505139,TRUE,0.951,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr22,NA,ENST00000433835,TRUE,1.744,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr22,NA,ENST00000433835,TRUE,1.744,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr17,NA,ENST00000455584,TRUE,0.776,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr17,NA,ENST00000455584,TRUE,0.776,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr2,NA,ENST00000513963,TRUE,0.882,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr2,NA,ENST00000513963,TRUE,0.882,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000679412,TRUE,1.864,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000679412,TRUE,1.864,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr14,NA,ENST00000530611,TRUE,0.794,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr14,NA,ENST00000530611,TRUE,0.794,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr1,NA,ENST00000420220,TRUE,0.822,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr1,NA,ENST00000420220,TRUE,0.822,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000529411,TRUE,1.435,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000529411,TRUE,1.435,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr11,NA,ENST00000528405,TRUE,1.204,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr11,NA,ENST00000528405,TRUE,1.204,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr16,NA,ENST00000529564,TRUE,1.255,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr16,NA,ENST00000529564,TRUE,1.255,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000648836,TRUE,0.981,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
chr12,NA,ENST00000648836,TRUE,0.981,NA,Third,Control,B9ZVM9,TCP2L,57138,138,0.1184549356223176
chr12,NA,ENST00000539033,TRUE,0.928,NA,Second,Control,B9ZVM9,TCP2L,41500,103,0.08841201716738198
