chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,leiden,rowsum,norm_rank
NA,SRP72,NM_006947.4,TRUE,0.58,NA,15,35514773,0.8831589292940972
NA,SRP72,NM_006947.4,TRUE,0.58,NA,9,37858463,0.981787875046302
NA,SRP72,NM_006947.4,TRUE,0.58,NA,11,45154998,0.8780913751337953
NA,SRP72,NM_006947.4,TRUE,0.58,NA,0,26004173,0.39125258474841784
NA,SRP72,NM_006947.4,TRUE,0.58,NA,6,176172529,0.5000376704588262
chr4,SRP72,ENST00000642900,TRUE,0.58,1,1,31142621,0.4954723309111235
chr4,SRP72,ENST00000642900,TRUE,0.58,1,15,35514773,0.8831589292940972
chr4,SRP72,ENST00000642900,TRUE,0.58,1,9,37858463,0.981787875046302
chr4,SRP72,ENST00000642900,TRUE,0.58,1,11,45154998,0.8780913751337953
chr4,SRP72,ENST00000642900,TRUE,0.58,1,0,26004173,0.39125258474841784
chr4,SRP72,ENST00000642900,TRUE,0.58,1,6,176172529,0.5000376704588262
NA,SRPK2,NM_182692.3,TRUE,0.347,NA,1,30666634,0.4782001117942985
NA,SRPK2,NM_182692.3,TRUE,0.347,NA,15,34770195,0.8204891021564433
NA,SRPK2,NM_182692.3,TRUE,0.347,NA,9,29365680,0.5743301642178047
NA,SRPK2,NM_182692.3,TRUE,0.347,NA,11,22638509,0.22466339924511297
NA,SRPK2,NM_182692.3,TRUE,0.347,NA,0,28124415,0.6350021931198697
NA,SRPK2,NM_182692.3,TRUE,0.347,NA,6,176172529,0.5000376704588262
chr7,SRPK2,ENST00000393651,TRUE,0.347,0,1,30666634,0.4782001117942985
chr7,SRPK2,ENST00000393651,TRUE,0.347,0,15,34770195,0.8204891021564433
chr7,SRPK2,ENST00000393651,TRUE,0.347,0,9,29365680,0.5743301642178047
chr7,SRPK2,ENST00000393651,TRUE,0.347,0,11,22638509,0.22466339924511297
chr7,SRPK2,ENST00000393651,TRUE,0.347,0,0,28124415,0.6350021931198697
chr7,SRPK2,ENST00000393651,TRUE,0.347,0,6,176172529,0.5000376704588262
NA,SRRM1,NM_005839.4,TRUE,0.225,NA,1,40447183,0.7712129681386249
NA,SRRM1,NM_005839.4,TRUE,0.225,NA,15,36961245,0.9544429669884952
NA,SRRM1,NM_005839.4,TRUE,0.225,NA,9,33640792,0.8773305346339054
NA,SRRM1,NM_005839.4,TRUE,0.225,NA,11,34794947,0.6853698383189679
NA,SRRM1,NM_005839.4,TRUE,0.225,NA,0,28029496,0.6255404473964534
NA,SRRM1,NM_005839.4,TRUE,0.225,NA,6,176172529,0.5000376704588262
chr1,SRRM1,ENST00000323848,TRUE,0.225,0,1,40447183,0.7712129681386249
chr1,SRRM1,ENST00000323848,TRUE,0.225,0,15,36961245,0.9544429669884952
chr1,SRRM1,ENST00000323848,TRUE,0.225,0,9,33640792,0.8773305346339054
chr1,SRRM1,ENST00000323848,TRUE,0.225,0,11,34794947,0.6853698383189679
chr1,SRRM1,ENST00000323848,TRUE,0.225,0,0,28029496,0.6255404473964534
chr1,SRRM1,ENST00000323848,TRUE,0.225,0,6,176172529,0.5000376704588262
NA,SRRM2,NM_016333.4,TRUE,0.183,NA,1,59053781,0.9940190050307436
NA,SRRM2,NM_016333.4,TRUE,0.183,NA,15,35687964,0.8968607272937503
NA,SRRM2,NM_016333.4,TRUE,0.183,NA,9,28854591,0.5190764291887887
NA,SRRM2,NM_016333.4,TRUE,0.183,NA,11,51970340,0.953692749704242
NA,SRRM2,NM_016333.4,TRUE,0.183,NA,0,30420395,0.8347640829625916
NA,SRRM2,NM_016333.4,TRUE,0.183,NA,6,176172529,0.5000376704588262
chr16,SRRM2,ENST00000301740,TRUE,0.183,0,1,59053781,0.9940190050307436
chr16,SRRM2,ENST00000301740,TRUE,0.183,0,15,35687964,0.8968607272937503
chr16,SRRM2,ENST00000301740,TRUE,0.183,0,9,28854591,0.5190764291887887
chr16,SRRM2,ENST00000301740,TRUE,0.183,0,11,51970340,0.953692749704242
chr16,SRRM2,ENST00000301740,TRUE,0.183,0,0,30420395,0.8347640829625916
chr16,SRRM2,ENST00000301740,TRUE,0.183,0,6,176172529,0.5000376704588262
NA,SRRT,NM_015908.6,TRUE,0.404,NA,1,27469718,0.3582448295136948
NA,SRRT,NM_015908.6,TRUE,0.404,NA,15,33343448,0.6478001965658785
NA,SRRT,NM_015908.6,TRUE,0.404,NA,9,33840204,0.8857266329176442
NA,SRRT,NM_015908.6,TRUE,0.404,NA,11,28835503,0.5008168553884288
NA,SRRT,NM_015908.6,TRUE,0.404,NA,0,28322011,0.6548029325145686
NA,SRRT,NM_015908.6,TRUE,0.404,NA,6,176172529,0.5000376704588262
chr7,SRRT,ENST00000611405,TRUE,0.404,1,1,27469718,0.3582448295136948
chr7,SRRT,ENST00000611405,TRUE,0.404,1,15,33343448,0.6478001965658785
chr7,SRRT,ENST00000611405,TRUE,0.404,1,9,33840204,0.8857266329176442
chr7,SRRT,ENST00000611405,TRUE,0.404,1,11,28835503,0.5008168553884288
chr7,SRRT,ENST00000611405,TRUE,0.404,1,0,28322011,0.6548029325145686
chr7,SRRT,ENST00000611405,TRUE,0.404,1,6,176172529,0.5000376704588262
NA,SRSF1,NM_006924.5,TRUE,0.17,NA,1,37558544,0.6986025712688653
NA,SRSF1,NM_006924.5,TRUE,0.17,NA,15,35530386,0.8846042666358328
NA,SRSF1,NM_006924.5,TRUE,0.17,NA,9,32139019,0.7989875293246079
NA,SRSF1,NM_006924.5,TRUE,0.17,NA,11,51979838,0.9539180891217396
NA,SRSF1,NM_006924.5,TRUE,0.17,NA,0,33126194,0.9641581552728868
NA,SRSF1,NM_006924.5,TRUE,0.17,NA,6,176172529,0.5000376704588262
chr17,SRSF1,ENST00000258962,TRUE,0.17,0,1,37558544,0.6986025712688653
chr17,SRSF1,ENST00000258962,TRUE,0.17,0,15,35530386,0.8846042666358328
chr17,SRSF1,ENST00000258962,TRUE,0.17,0,9,32139019,0.7989875293246079
chr17,SRSF1,ENST00000258962,TRUE,0.17,0,11,51979838,0.9539180891217396
chr17,SRSF1,ENST00000258962,TRUE,0.17,0,0,33126194,0.9641581552728868
chr17,SRSF1,ENST00000258962,TRUE,0.17,0,6,176172529,0.5000376704588262
NA,SRSF10,NM_054016.4,TRUE,0.499,NA,1,36468497,0.6681945220793739
NA,SRSF10,NM_054016.4,TRUE,0.499,NA,15,35383399,0.8728103139272706
NA,SRSF10,NM_054016.4,TRUE,0.499,NA,9,36821660,0.9666008149154216
NA,SRSF10,NM_054016.4,TRUE,0.499,NA,11,36472922,0.7240718832741817
NA,SRSF10,NM_054016.4,TRUE,0.499,NA,0,29273083,0.7471646093113603
NA,SRSF10,NM_054016.4,TRUE,0.499,NA,6,176172529,0.5000376704588262
chr1,SRSF10,ENST00000492112,TRUE,0.499,1,1,36468497,0.6681945220793739
chr1,SRSF10,ENST00000492112,TRUE,0.499,1,15,35383399,0.8728103139272706
chr1,SRSF10,ENST00000492112,TRUE,0.499,1,9,36821660,0.9666008149154216
chr1,SRSF10,ENST00000492112,TRUE,0.499,1,11,36472922,0.7240718832741817
chr1,SRSF10,ENST00000492112,TRUE,0.499,1,0,29273083,0.7471646093113603
chr1,SRSF10,ENST00000492112,TRUE,0.499,1,6,176172529,0.5000376704588262
chr1,SRSF11,ENST00000370949,TRUE,0.234,0,1,50113492,0.93381777529346
chr1,SRSF11,ENST00000370949,TRUE,0.234,0,15,34473164,0.7914089148407238
chr1,SRSF11,ENST00000370949,TRUE,0.234,0,9,30451728,0.6693418940609952
chr1,SRSF11,ENST00000370949,TRUE,0.234,0,11,55960664,0.9821418511633148
chr1,SRSF11,ENST00000370949,TRUE,0.234,0,0,24991801,0.28805062973870543
chr1,SRSF11,ENST00000370949,TRUE,0.234,0,6,176172529,0.5000376704588262
NA,SRSF2,NM_001195427.2,TRUE,0.521,NA,1,33719423,0.5830072666294019
NA,SRSF2,NM_001195427.2,TRUE,0.521,NA,15,35010689,0.8434988726368734
NA,SRSF2,NM_001195427.2,TRUE,0.521,NA,9,29919410,0.6237807136683541
NA,SRSF2,NM_001195427.2,TRUE,0.521,NA,11,35437005,0.7000732353106868
NA,SRSF2,NM_001195427.2,TRUE,0.521,NA,0,32601702,0.9363995237796856
NA,SRSF2,NM_001195427.2,TRUE,0.521,NA,6,176172529,0.5000376704588262
chr17,SRSF2,ENST00000359995,TRUE,0.521,1,1,33719423,0.5830072666294019
chr17,SRSF2,ENST00000359995,TRUE,0.521,1,15,35010689,0.8434988726368734
chr17,SRSF2,ENST00000359995,TRUE,0.521,1,9,29919410,0.6237807136683541
chr17,SRSF2,ENST00000359995,TRUE,0.521,1,11,35437005,0.7000732353106868
chr17,SRSF2,ENST00000359995,TRUE,0.521,1,0,32601702,0.9363995237796856
chr17,SRSF2,ENST00000359995,TRUE,0.521,1,6,176172529,0.5000376704588262
NA,SRSF3,NM_003017.5,TRUE,0.145,NA,1,41911170,0.8023476802683063
NA,SRSF3,NM_003017.5,TRUE,0.145,NA,15,35029118,0.844944209978609
NA,SRSF3,NM_003017.5,TRUE,0.145,NA,9,32502239,0.8207186072354612
NA,SRSF3,NM_003017.5,TRUE,0.145,NA,11,42763707,0.8449101459072729
NA,SRSF3,NM_003017.5,TRUE,0.145,NA,0,28370064,0.6596277962278339
NA,SRSF3,NM_003017.5,TRUE,0.145,NA,6,176172529,0.5000376704588262
chr6,SRSF3,ENST00000373715,TRUE,0.145,0,1,41911170,0.8023476802683063
chr6,SRSF3,ENST00000373715,TRUE,0.145,0,15,35029118,0.844944209978609
chr6,SRSF3,ENST00000373715,TRUE,0.145,0,9,32502239,0.8207186072354612
chr6,SRSF3,ENST00000373715,TRUE,0.145,0,11,42763707,0.8449101459072729
chr6,SRSF3,ENST00000373715,TRUE,0.145,0,0,28370064,0.6596277962278339
chr6,SRSF3,ENST00000373715,TRUE,0.145,0,6,176172529,0.5000376704588262
NA,SRSF4,NM_005626.5,TRUE,0.31,NA,1,32871467,0.5559530463946338
NA,SRSF4,NM_005626.5,TRUE,0.31,NA,15,31089319,0.2856564722206163
NA,SRSF4,NM_005626.5,TRUE,0.31,NA,9,26322560,0.2397826892208915
NA,SRSF4,NM_005626.5,TRUE,0.31,NA,11,29647497,0.5306743282068616
NA,SRSF4,NM_005626.5,TRUE,0.31,NA,0,26956685,0.5108716084967729
NA,SRSF4,NM_005626.5,TRUE,0.31,NA,6,176172529,0.5000376704588262
chr1,SRSF4,ENST00000373795,TRUE,0.31,0,1,32871467,0.5559530463946338
chr1,SRSF4,ENST00000373795,TRUE,0.31,0,15,31089319,0.2856564722206163
chr1,SRSF4,ENST00000373795,TRUE,0.31,0,9,26322560,0.2397826892208915
chr1,SRSF4,ENST00000373795,TRUE,0.31,0,11,29647497,0.5306743282068616
chr1,SRSF4,ENST00000373795,TRUE,0.31,0,0,26956685,0.5108716084967729
chr1,SRSF4,ENST00000373795,TRUE,0.31,0,6,176172529,0.5000376704588262
NA,SRSF5,NM_001320214.2,TRUE,0.315,NA,1,47414598,0.8967579653437675
NA,SRSF5,NM_001320214.2,TRUE,0.315,NA,15,33900164,0.726426547956293
NA,SRSF5,NM_001320214.2,TRUE,0.315,NA,9,26839555,0.2950364242499074
NA,SRSF5,NM_001320214.2,TRUE,0.315,NA,11,45230218,0.879161737366909
NA,SRSF5,NM_001320214.2,TRUE,0.315,NA,0,26709078,0.4770349019362115
NA,SRSF5,NM_001320214.2,TRUE,0.315,NA,6,176172529,0.5000376704588262
chr14,SRSF5,ENST00000557154,TRUE,0.315,0,1,47414598,0.8967579653437675
chr14,SRSF5,ENST00000557154,TRUE,0.315,0,15,33900164,0.726426547956293
chr14,SRSF5,ENST00000557154,TRUE,0.315,0,9,26839555,0.2950364242499074
chr14,SRSF5,ENST00000557154,TRUE,0.315,0,11,45230218,0.879161737366909
chr14,SRSF5,ENST00000557154,TRUE,0.315,0,0,26709078,0.4770349019362115
chr14,SRSF5,ENST00000557154,TRUE,0.315,0,6,176172529,0.5000376704588262
NA,SRSF7,NM_001031684.3,TRUE,0.545,NA,1,40438888,0.7710452766908887
NA,SRSF7,NM_001031684.3,TRUE,0.545,NA,15,34816951,0.8248251141816499
NA,SRSF7,NM_001031684.3,TRUE,0.545,NA,9,30864640,0.7031114952463267
NA,SRSF7,NM_001031684.3,TRUE,0.545,NA,11,46383332,0.8936961297955045
NA,SRSF7,NM_001031684.3,TRUE,0.545,NA,0,32131492,0.9219875932075944
NA,SRSF7,NM_001031684.3,TRUE,0.545,NA,6,176172529,0.5000376704588262
chr2,SRSF7,ENST00000313117,TRUE,0.545,1,1,40438888,0.7710452766908887
chr2,SRSF7,ENST00000313117,TRUE,0.545,1,15,34816951,0.8248251141816499
chr2,SRSF7,ENST00000313117,TRUE,0.545,1,9,30864640,0.7031114952463267
chr2,SRSF7,ENST00000313117,TRUE,0.545,1,11,46383332,0.8936961297955045
chr2,SRSF7,ENST00000313117,TRUE,0.545,1,0,32131492,0.9219875932075944
chr2,SRSF7,ENST00000313117,TRUE,0.545,1,6,176172529,0.5000376704588262
NA,SRSF9,NM_003769.3,TRUE,0.328,NA,1,43915661,0.840860816098379
NA,SRSF9,NM_003769.3,TRUE,0.328,NA,15,31028727,0.2766953807018558
NA,SRSF9,NM_003769.3,TRUE,0.328,NA,9,30876120,0.7037288554142487
NA,SRSF9,NM_003769.3,TRUE,0.328,NA,11,25779607,0.3741197679004
NA,SRSF9,NM_003769.3,TRUE,0.328,NA,0,29959779,0.8040604047872674
NA,SRSF9,NM_003769.3,TRUE,0.328,NA,6,176172529,0.5000376704588262
chr12,SRSF9,ENST00000229390,TRUE,0.328,0,1,43915661,0.840860816098379
chr12,SRSF9,ENST00000229390,TRUE,0.328,0,15,31028727,0.2766953807018558
chr12,SRSF9,ENST00000229390,TRUE,0.328,0,9,30876120,0.7037288554142487
chr12,SRSF9,ENST00000229390,TRUE,0.328,0,11,25779607,0.3741197679004
chr12,SRSF9,ENST00000229390,TRUE,0.328,0,0,29959779,0.8040604047872674
chr12,SRSF9,ENST00000229390,TRUE,0.328,0,6,176172529,0.5000376704588262
NA,SSB,NM_003142.5,TRUE,0.405,NA,1,38364413,0.7192845164896591
NA,SSB,NM_003142.5,TRUE,0.405,NA,15,37436985,0.965774411747702
NA,SSB,NM_003142.5,TRUE,0.405,NA,9,31568510,0.758180022224966
NA,SSB,NM_003142.5,TRUE,0.405,NA,11,33115235,0.6409779730719396
NA,SSB,NM_003142.5,TRUE,0.405,NA,0,29071042,0.7279278150260041
NA,SSB,NM_003142.5,TRUE,0.405,NA,6,176172529,0.5000376704588262
chr2,SSB,ENST00000260956,TRUE,0.405,1,1,38364413,0.7192845164896591
chr2,SSB,ENST00000260956,TRUE,0.405,1,15,37436985,0.965774411747702
chr2,SSB,ENST00000260956,TRUE,0.405,1,9,31568510,0.758180022224966
chr2,SSB,ENST00000260956,TRUE,0.405,1,11,33115235,0.6409779730719396
chr2,SSB,ENST00000260956,TRUE,0.405,1,0,29071042,0.7279278150260041
chr2,SSB,ENST00000260956,TRUE,0.405,1,6,176172529,0.5000376704588262
NA,SSBP2,NM_001256736.3,TRUE,0.592,NA,1,34406494,0.6055897149245388
NA,SSBP2,NM_001256736.3,TRUE,0.592,NA,15,32816794,0.5669191189223565
NA,SSBP2,NM_001256736.3,TRUE,0.592,NA,9,25431786,0.16159402395357453
NA,SSBP2,NM_001256736.3,TRUE,0.592,NA,11,23578211,0.2690552644921413
NA,SSBP2,NM_001256736.3,TRUE,0.592,NA,0,26134002,0.411241305846231
NA,SSBP2,NM_001256736.3,TRUE,0.592,NA,6,176172529,0.5000376704588262
chr5,SSBP2,ENST00000320672,TRUE,0.565,1,1,34406494,0.6055897149245388
chr5,SSBP2,ENST00000320672,TRUE,0.565,1,15,32816794,0.5669191189223565
chr5,SSBP2,ENST00000320672,TRUE,0.565,1,9,25431786,0.16159402395357453
chr5,SSBP2,ENST00000320672,TRUE,0.565,1,11,23578211,0.2690552644921413
chr5,SSBP2,ENST00000320672,TRUE,0.565,1,0,26134002,0.411241305846231
chr5,SSBP2,ENST00000320672,TRUE,0.565,1,6,176172529,0.5000376704588262
NA,SSBP3,NM_001394365.1,TRUE,0.184,NA,1,44019003,0.8423141419787591
NA,SSBP3,NM_001394365.1,TRUE,0.184,NA,15,30994111,0.27259062265132683
NA,SSBP3,NM_001394365.1,TRUE,0.184,NA,9,27023041,0.31565625385850105
NA,SSBP3,NM_001394365.1,TRUE,0.184,NA,11,55065163,0.9770153794152442
NA,SSBP3,NM_001394365.1,TRUE,0.184,NA,0,28596897,0.6819976188984272
NA,SSBP3,NM_001394365.1,TRUE,0.184,NA,6,176172529,0.5000376704588262
chr1,SSBP3,ENST00000610401,TRUE,0.175,0,1,44019003,0.8423141419787591
chr1,SSBP3,ENST00000610401,TRUE,0.175,0,15,30994111,0.27259062265132683
chr1,SSBP3,ENST00000610401,TRUE,0.175,0,9,27023041,0.31565625385850105
chr1,SSBP3,ENST00000610401,TRUE,0.175,0,11,55065163,0.9770153794152442
chr1,SSBP3,ENST00000610401,TRUE,0.175,0,0,28596897,0.6819976188984272
chr1,SSBP3,ENST00000610401,TRUE,0.175,0,6,176172529,0.5000376704588262
NA,SSH2,NM_001282129.2,TRUE,0.374,NA,1,27651101,0.3646171045276691
NA,SSH2,NM_001282129.2,TRUE,0.374,NA,15,29450475,0.11238943169335724
NA,SSH2,NM_001282129.2,TRUE,0.374,NA,9,25615880,0.17181133473268304
NA,SSH2,NM_001282129.2,TRUE,0.374,NA,11,43587857,0.857134809306518
NA,SSH2,NM_001282129.2,TRUE,0.374,NA,0,23884864,0.1805877561250705
NA,SSH2,NM_001282129.2,TRUE,0.374,NA,6,176172529,0.5000376704588262
chr17,SSH2,ENST00000540801,TRUE,0.374,0,1,27651101,0.3646171045276691
chr17,SSH2,ENST00000540801,TRUE,0.374,0,15,29450475,0.11238943169335724
chr17,SSH2,ENST00000540801,TRUE,0.374,0,9,25615880,0.17181133473268304
chr17,SSH2,ENST00000540801,TRUE,0.374,0,11,43587857,0.857134809306518
chr17,SSH2,ENST00000540801,TRUE,0.374,0,0,23884864,0.1805877561250705
chr17,SSH2,ENST00000540801,TRUE,0.374,0,6,176172529,0.5000376704588262
NA,SSRP1,NM_003146.3,TRUE,0.341,NA,1,45836294,0.8735047512576859
NA,SSRP1,NM_003146.3,TRUE,0.341,NA,15,28290015,0.05330404116320749
NA,SSRP1,NM_003146.3,TRUE,0.341,NA,9,30252281,0.6529201135942709
NA,SSRP1,NM_003146.3,TRUE,0.341,NA,11,41210412,0.8186581037688018
NA,SSRP1,NM_003146.3,TRUE,0.341,NA,0,29663701,0.7816279215489692
NA,SSRP1,NM_003146.3,TRUE,0.341,NA,6,176172529,0.5000376704588262
chr11,SSRP1,ENST00000278412,TRUE,0.341,0,1,45836294,0.8735047512576859
chr11,SSRP1,ENST00000278412,TRUE,0.341,0,15,28290015,0.05330404116320749
chr11,SSRP1,ENST00000278412,TRUE,0.341,0,9,30252281,0.6529201135942709
chr11,SSRP1,ENST00000278412,TRUE,0.341,0,11,41210412,0.8186581037688018
chr11,SSRP1,ENST00000278412,TRUE,0.341,0,0,29663701,0.7816279215489692
chr11,SSRP1,ENST00000278412,TRUE,0.341,0,6,176172529,0.5000376704588262
NA,ST14,NM_021978.4,TRUE,0.589,NA,1,47301568,0.8946897708216881
NA,ST14,NM_021978.4,TRUE,0.589,NA,15,35487727,0.8813667109903451
NA,ST14,NM_021978.4,TRUE,0.589,NA,9,26031640,0.21058155327818248
NA,ST14,NM_021978.4,TRUE,0.589,NA,11,38925977,0.7772519858036167
NA,ST14,NM_021978.4,TRUE,0.589,NA,0,26240690,0.422708189736199
NA,ST14,NM_021978.4,TRUE,0.589,NA,6,176172529,0.5000376704588262
chr11,ST14,ENST00000278742,TRUE,0.589,2,1,47301568,0.8946897708216881
chr11,ST14,ENST00000278742,TRUE,0.589,2,15,35487727,0.8813667109903451
chr11,ST14,ENST00000278742,TRUE,0.589,2,9,26031640,0.21058155327818248
chr11,ST14,ENST00000278742,TRUE,0.589,2,11,38925977,0.7772519858036167
chr11,ST14,ENST00000278742,TRUE,0.589,2,0,26240690,0.422708189736199
chr11,ST14,ENST00000278742,TRUE,0.589,2,6,176172529,0.5000376704588262
NA,ST7,NM_001369598.1,TRUE,0.52,NA,1,23609842,0.21967579653437672
NA,ST7,NM_001369598.1,TRUE,0.52,NA,15,34432145,0.7870150893218477
NA,ST7,NM_001369598.1,TRUE,0.52,NA,9,31304597,0.7389183849858008
NA,ST7,NM_001369598.1,TRUE,0.52,NA,11,23817582,0.2818432764351304
NA,ST7,NM_001369598.1,TRUE,0.52,NA,0,27959027,0.6186477849489317
NA,ST7,NM_001369598.1,TRUE,0.52,NA,6,176172529,0.5000376704588262
chr7,ST7,ENST00000323984,TRUE,0.52,1,1,23609842,0.21967579653437672
chr7,ST7,ENST00000323984,TRUE,0.52,1,15,34432145,0.7870150893218477
chr7,ST7,ENST00000323984,TRUE,0.52,1,9,31304597,0.7389183849858008
chr7,ST7,ENST00000323984,TRUE,0.52,1,11,23817582,0.2818432764351304
chr7,ST7,ENST00000323984,TRUE,0.52,1,0,27959027,0.6186477849489317
chr7,ST7,ENST00000323984,TRUE,0.52,1,6,176172529,0.5000376704588262
NA,STAG1,NM_005862.3,TRUE,0.159,NA,1,24524461,0.2509223029625489
NA,STAG1,NM_005862.3,TRUE,0.159,NA,15,34643075,0.808406081979534
NA,STAG1,NM_005862.3,TRUE,0.159,NA,9,31736979,0.7710828497345351
NA,STAG1,NM_005862.3,TRUE,0.159,NA,11,23546809,0.26759055827840683
NA,STAG1,NM_005862.3,TRUE,0.159,NA,0,25732919,0.3605489065730936
NA,STAG1,NM_005862.3,TRUE,0.159,NA,6,176172529,0.5000376704588262
chr3,STAG1,ENST00000383202,TRUE,0.159,0,1,24524461,0.2509223029625489
chr3,STAG1,ENST00000383202,TRUE,0.159,0,15,34643075,0.808406081979534
chr3,STAG1,ENST00000383202,TRUE,0.159,0,9,31736979,0.7710828497345351
chr3,STAG1,ENST00000383202,TRUE,0.159,0,11,23546809,0.26759055827840683
chr3,STAG1,ENST00000383202,TRUE,0.159,0,0,25732919,0.3605489065730936
chr3,STAG1,ENST00000383202,TRUE,0.159,0,6,176172529,0.5000376704588262
NA,STAM,NM_003473.4,TRUE,0.498,NA,1,29050275,0.41866964784795974
NA,STAM,NM_003473.4,TRUE,0.498,NA,15,31062925,0.2813204601954096
NA,STAM,NM_003473.4,TRUE,0.498,NA,9,34338754,0.9030127176194592
NA,STAM,NM_003473.4,TRUE,0.498,NA,11,28436644,0.48673314179482846
NA,STAM,NM_003473.4,TRUE,0.498,NA,0,28344027,0.6567454101134156
NA,STAM,NM_003473.4,TRUE,0.498,NA,6,176172529,0.5000376704588262
chr10,STAM,ENST00000377524,TRUE,0.498,1,1,29050275,0.41866964784795974
chr10,STAM,ENST00000377524,TRUE,0.498,1,15,31062925,0.2813204601954096
chr10,STAM,ENST00000377524,TRUE,0.498,1,9,34338754,0.9030127176194592
chr10,STAM,ENST00000377524,TRUE,0.498,1,11,28436644,0.48673314179482846
chr10,STAM,ENST00000377524,TRUE,0.498,1,0,28344027,0.6567454101134156
chr10,STAM,ENST00000377524,TRUE,0.498,1,6,176172529,0.5000376704588262
NA,STAT1,NM_007315.4,TRUE,0.271,NA,1,47864849,0.9043040804918948
NA,STAT1,NM_007315.4,TRUE,0.271,NA,15,31569270,0.35543735907960916
NA,STAT1,NM_007315.4,TRUE,0.271,NA,9,31640459,0.7650327200888999
NA,STAT1,NM_007315.4,TRUE,0.271,NA,11,30953143,0.5756858768520083
NA,STAT1,NM_007315.4,TRUE,0.271,NA,0,25798269,0.36819349583307226
NA,STAT1,NM_007315.4,TRUE,0.271,NA,6,176172529,0.5000376704588262
chr2,STAT1,ENST00000361099,TRUE,0.271,0,1,47864849,0.9043040804918948
chr2,STAT1,ENST00000361099,TRUE,0.271,0,15,31569270,0.35543735907960916
chr2,STAT1,ENST00000361099,TRUE,0.271,0,9,31640459,0.7650327200888999
chr2,STAT1,ENST00000361099,TRUE,0.271,0,11,30953143,0.5756858768520083
chr2,STAT1,ENST00000361099,TRUE,0.271,0,0,25798269,0.36819349583307226
chr2,STAT1,ENST00000361099,TRUE,0.271,0,6,176172529,0.5000376704588262
NA,STAT2,NM_005419.4,TRUE,0.497,NA,1,32998165,0.5596422582448295
NA,STAT2,NM_005419.4,TRUE,0.497,NA,15,31712274,0.3792565184714112
NA,STAT2,NM_005419.4,TRUE,0.497,NA,9,30390809,0.664279540684035
NA,STAT2,NM_005419.4,TRUE,0.497,NA,11,37203508,0.742775054926483
NA,STAT2,NM_005419.4,TRUE,0.497,NA,0,24671346,0.25026630741274514
NA,STAT2,NM_005419.4,TRUE,0.497,NA,6,176172529,0.5000376704588262
chr12,STAT2,ENST00000314128,TRUE,0.497,1,1,32998165,0.5596422582448295
chr12,STAT2,ENST00000314128,TRUE,0.497,1,15,31712274,0.3792565184714112
chr12,STAT2,ENST00000314128,TRUE,0.497,1,9,30390809,0.664279540684035
chr12,STAT2,ENST00000314128,TRUE,0.497,1,11,37203508,0.742775054926483
chr12,STAT2,ENST00000314128,TRUE,0.497,1,0,24671346,0.25026630741274514
chr12,STAT2,ENST00000314128,TRUE,0.497,1,6,176172529,0.5000376704588262
NA,STAT3,NM_139276.3,TRUE,0.109,NA,1,34546839,0.6097261039686976
NA,STAT3,NM_139276.3,TRUE,0.109,NA,15,35011640,0.8436144996242123
NA,STAT3,NM_139276.3,TRUE,0.109,NA,9,26647269,0.2733670823558464
NA,STAT3,NM_139276.3,TRUE,0.109,NA,11,25326770,0.35412089459748747
NA,STAT3,NM_139276.3,TRUE,0.109,NA,0,34448483,0.9850241243185665
NA,STAT3,NM_139276.3,TRUE,0.109,NA,6,176172529,0.5000376704588262
chr17,STAT3,ENST00000264657,TRUE,0.109,0,1,34546839,0.6097261039686976
chr17,STAT3,ENST00000264657,TRUE,0.109,0,15,35011640,0.8436144996242123
chr17,STAT3,ENST00000264657,TRUE,0.109,0,9,26647269,0.2733670823558464
chr17,STAT3,ENST00000264657,TRUE,0.109,0,11,25326770,0.35412089459748747
chr17,STAT3,ENST00000264657,TRUE,0.109,0,0,34448483,0.9850241243185665
chr17,STAT3,ENST00000264657,TRUE,0.109,0,6,176172529,0.5000376704588262
NA,STAT5A,NM_001288718.2,TRUE,0.364,NA,1,17409384,0.04516489659027389
NA,STAT5A,NM_001288718.2,TRUE,0.364,NA,15,45543215,0.9985546626582644
NA,STAT5A,NM_001288718.2,TRUE,0.364,NA,9,31051725,0.7182985553772071
NA,STAT5A,NM_001288718.2,TRUE,0.364,NA,11,33307739,0.6460481099656358
NA,STAT5A,NM_001288718.2,TRUE,0.364,NA,0,21803470,0.07312488251143555
chr17,STAT5A,ENST00000590949,TRUE,0.364,0,1,17409384,0.04516489659027389
chr17,STAT5A,ENST00000590949,TRUE,0.364,0,15,45543215,0.9985546626582644
chr17,STAT5A,ENST00000590949,TRUE,0.364,0,9,31051725,0.7182985553772071
chr17,STAT5A,ENST00000590949,TRUE,0.364,0,11,33307739,0.6460481099656358
chr17,STAT5A,ENST00000590949,TRUE,0.364,0,0,21803470,0.07312488251143555
NA,STAT5B,NM_012448.4,TRUE,0.277,NA,1,24871790,0.2639463387367244
NA,STAT5B,NM_012448.4,TRUE,0.277,NA,15,30511594,0.20830201769092907
NA,STAT5B,NM_012448.4,TRUE,0.277,NA,9,34081820,0.8943696752685517
NA,STAT5B,NM_012448.4,TRUE,0.277,NA,11,19082916,0.06039096388935834
NA,STAT5B,NM_012448.4,TRUE,0.277,NA,0,22070719,0.08960461181778306
