"hyperedge_id","protein_id"
"VWC2L","GP114"
"VWC2L","GPC2"
"VWC2L","GPC5"
"VWC2L","GPNMB"
"VWC2L","GPVI"
"VWC2L","GRB2-related adapter protein 2"
"VWC2L","GREM1"
"VWC2L","GSK-3 alpha/beta"
"VWC2L","GSTA3"
"VWC2L","GV"
"VWC2L","GX"
"VWC2L","Galectin-2"
"VWC2L","Galectin-8"
"VWC2L","Granzyme B"
"VWC2L","Granzyme H"
"VWC2L","Gro-a"
"VWC2L","Gro-b/g"
"VWC2L","HB-EGF"
"VWC2L","HCG"
"VWC2L","HCK"
"VWC2L","HDGR2"
"VWC2L","HGF"
"VWC2L","HIPK3"
"VWC2L","HIV-2 Rev"
"VWC2L","HMGR"
"VWC2L","HPG-"
"VWC2L","HPV E7 Type 16"
"VWC2L","HPV E7 Type18"
"VWC2L","HSP 40"
"VWC2L","HSP 60"
"VWC2L","HSP 90a/b"
"VWC2L","HTRA2"
"VWC2L","HVEM"
"VWC2L","Hemoglobin"
"VWC2L","Heparin cofactor II"
"VWC2L","Histone H1.2"
"VWC2L","Histone H2A.z"
"VWC2L","I-TAC"
"VWC2L","ICOS"
"VWC2L","IF4A3"
"VWC2L","IF4G2"
"VWC2L","IFN-aA"
"VWC2L","IFN-g"
"VWC2L","IFN-lambda 2"
"VWC2L","IFNL4"
"VWC2L","IGF-I"
"VWC2L","IL-1 sR9"
"VWC2L","IL-10"
"VWC2L","IL-10 Rb"
"VWC2L","IL-11"
"VWC2L","IL-12"
"VWC2L","IL-12 RB2"
"VWC2L","IL-12 Rb1"
"VWC2L","IL-13"
"VWC2L","IL-15 Ra"
"VWC2L","IL-17"
"VWC2L","IL-17 RC"
"VWC2L","IL-17 RD"
"VWC2L","IL-17B"
"VWC2L","IL-17B R"
"VWC2L","IL-17D"
"VWC2L","IL-17F"
"VWC2L","IL-18 Rb"
"VWC2L","IL-1Rrp2"
"VWC2L","IL-1a"
"VWC2L","IL-1b"
"VWC2L","IL-2 sRg"
"VWC2L","IL-20"
"VWC2L","IL-20 Ra"
"VWC2L","IL-23"
"VWC2L","IL-27"
"VWC2L","IL-3"
"VWC2L","IL-4"
"VWC2L","IL-4 sR"
"VWC2L","IL-5"
"VWC2L","IL-5 Ra"
"VWC2L","IL-6"
"VWC2L","IL-7"
"VWC2L","IL-7 Ra"
"VWC2L","IL-8"
"VWC2L","IL22RA1"
"VWC2L","ILT-4"
"VWC2L","IMB1"
"VWC2L","ING1"
"VWC2L","ISM1"
"VWC2L","IgD"
"VWC2L","IgE"
"VWC2L","IgG"
"VWC2L","IgM"
"VWC2L","Integrin a1b1"
"VWC2L","Integrin aVb5"
"VWC2L","JAG1"
"VWC2L","JAG2"
"VWC2L","JAK2"
"VWC2L","JAM-C"
"VWC2L","JAML1"
"VWC2L","JNK2"
"VWC2L","K-ras"
"VWC2L","KI2L4"
"VWC2L","KI3L2"
"VWC2L","KI3S1"
"VWC2L","KIAP"
"VWC2L","KIF23"
"VWC2L","KIRR3"
"VWC2L","KLRF1"
"VWC2L","KPCI"
"VWC2L","KPCT"
"VWC2L","KYNU"
"VWC2L","Kallikrein 11"
"VWC2L","Kallikrein 4"
"VWC2L","LCMT1"
"VWC2L","LDH-H 1"
"VWC2L","LGMN"
"VWC2L","LIGHT"
"VWC2L","LIMP II"
"VWC2L","LIN7B"
"VWC2L","LRRT1"
"VWC2L","LRRT3"
"VWC2L","LSAMP"
"VWC2L","LY86"
"VWC2L","LY9"
"VWC2L","LYN"
"VWC2L","LYNB"
"VWC2L","Lamin-B1"
"VWC2L","Laminin"
"VWC2L","Layilin"
"VWC2L","Lipocalin 2"
"VWC2L","Livin B"
"VWC2L","Luteinizing hormone"
"VWC2L","Lymphotactin"
"VWC2L","Lymphotoxin a1/b2"
"VWC2L","Lymphotoxin a2/b1"
"VWC2L","Lysozyme"
"VWC2L","M2-PK"
"VWC2L","MAPK14"
"VWC2L","MAPK2"
"VWC2L","MAPKAPK3"
"VWC2L","MASP3"
"VWC2L","MATK"
"VWC2L","MATN3"
"VWC2L","MCP-1"
"VWC2L","MCP-2"
"VWC2L","MCP-3"
"VWC2L","MCP-4"
"VWC2L","MDHC"
"VWC2L","MED-1"
"VWC2L","MEK1"
"VWC2L","MEPE"
"VWC2L","METAP1"
"VWC2L","MFGM"
"VWC2L","MIP-1a"
"VWC2L","MIP-3a"
"VWC2L","MIP-3b"
"VWC2L","MIS"
"VWC2L","MK01"
"VWC2L","MK08"
"VWC2L","MK11"
"VWC2L","MK13"
"VWC2L","MMEL2"
"VWC2L","MMP-1"
"VWC2L","MMP-10"
"VWC2L","MMP-16"
"VWC2L","MMP-3"
"VWC2L","MMP-8"
"VWC2L","MO2R1"
"VWC2L","MOZ"
"VWC2L","MRCKB"
"VWC2L","MSP R"
"VWC2L","Macrophage mannose receptor"
"VWC2L","Macrophage scavenger receptor"
"VWC2L","Mammaglobin 2"
"VWC2L","Marapsin"
"VWC2L","Mn SOD"
"VWC2L","NACA"
"VWC2L","NANOG"
"VWC2L","NAP-2"
"VWC2L","NCC27"
"VWC2L","NDP kinase B"
"VWC2L","NG36"
"VWC2L","NKG2D"
"VWC2L","NKp30"
"VWC2L","NLGNX"
"VWC2L","NR1D1"
"VWC2L","NRP1"
"VWC2L","NRX1B"
"VWC2L","NRX3A"
"VWC2L","NRX3B"
"VWC2L","NSF1C"
"VWC2L","Nectin-like protein 1"
"VWC2L","Neurotrophin-5"
"VWC2L","Notch 1"
"VWC2L","NovH"
"VWC2L","Nr-CAM"
"VWC2L","Nucleoside diphosphate kinase A"
"VWC2L","OBCAM"
"VWC2L","ON"
"VWC2L","OX2G"
"VWC2L","OX40 Ligand"
"VWC2L","Olfactomedin-4"
"VWC2L","Oxidized PARK7"
"VWC2L","P-Cadherin"
"VWC2L","P-Selectin"
"VWC2L","PA2G4"
"VWC2L","PACA"
"VWC2L","PACAP-27"
"VWC2L","PACAP-38"
"VWC2L","PAFAH beta subunit"
"VWC2L","PAK6"
"VWC2L","PAK7"
"VWC2L","PAL4D"
"VWC2L","PAPP-A"
"VWC2L","PBP"
"VWC2L","PCNA"
"VWC2L","PDE11"
"VWC2L","PDE3A"
"VWC2L","PDE4D"
"VWC2L","PDE5A"
"VWC2L","PDE7A"
"VWC2L","PDE9A"
"VWC2L","PDGF-AA"
"VWC2L","PDGF-BB"
"VWC2L","PDGF-CC"
"VWC2L","PDPK1"
"VWC2L","PESC"
"VWC2L","PF-4"
"VWC2L","PH"
"VWC2L","PHI"
"VWC2L","PIK3CA/PIK3R1"
"VWC2L","PIM1"
"VWC2L","PKB a/b/g"
"VWC2L","PKC-A"
"VWC2L","PKC-B-II"
"VWC2L","PKC-D"
"VWC2L","PKC-G"
"VWC2L","PLCG1"
"VWC2L","PLK-1"
"VWC2L","PLPP"
"VWC2L","PP13G"
"VWC2L","PPIB"
"VWC2L","PPID"
"VWC2L","PPIE"
"VWC2L","PRKACA"
"VWC2L","PSA"
"VWC2L","PSA1"
"VWC2L","PSA2"
"VWC2L","PSA6"
"VWC2L","PSME3"
"VWC2L","PTHrP"
"VWC2L","PTK6"
"VWC2L","Parathyroid Hormone1-34"
"VWC2L","Peroxiredoxin-5"
"VWC2L","Peroxiredoxin-6"
"VWC2L","Persephin"
"VWC2L","Plasmin"
"VWC2L","Prolactin Receptor"
"VWC2L","Properdin"
"VWC2L","Protein disulfide isomerase A3"
"VWC2L","Protein disulfide-isomerase"
"VWC2L","Proteinase-3"
"VWC2L","Prothrombin"
"VWC2L","RAC1"
"VWC2L","RAN"
"VWC2L","RANK"
"VWC2L","RANTES"
"VWC2L","RBM39"
"VWC2L","RELT"
"VWC2L","RGM-C"
"VWC2L","RGMA"
"VWC2L","RGMB"
"VWC2L","ROBO2"
"VWC2L","ROBO3"
"VWC2L","RPS6KA3"
"VWC2L","RS3"
"VWC2L","RSK-like protein kinase"
"VWC2L","RSPO2"
"VWC2L","RTN4"
"VWC2L","RUXF"
"VWC2L","Rab GDP dissociation inhibitor beta"
"VWC2L","Rb"
"VWC2L","SAP"
"VWC2L","SBDS"
"VWC2L","SE6L2"
"VWC2L","SEPR"
"VWC2L","SGTA"
"VWC2L","SHC1"
"VWC2L","SKP1"
"VWC2L","SLAF5"
"VWC2L","SLAF6"
"VWC2L","SLAF7"
"VWC2L","SLPI"
"VWC2L","SNAA"
"VWC2L","SORC2"
"VWC2L","SPTA2"
"VWC2L","SRCN1"
"VWC2L","SREC-I"
"VWC2L","SREC-II"
"VWC2L","SSRP1"
"VWC2L","STX1a"
"VWC2L","Secretin"
"VWC2L","Semaphorin 3A"
"VWC2L","Sialoadhesin"
"VWC2L","Soggy-1"
"VWC2L","Sorting nexin 4"
"VWC2L","Sphingosine kinase 1"
"VWC2L","Stress-induced-phosphoprotein 1"
"VWC2L","Survivin"
"VWC2L","TACI"
"VWC2L","TAJ"
"VWC2L","TAK1-TAB1"
"VWC2L","TBP"
"VWC2L","TCPTP"
"VWC2L","TCTP"
"VWC2L","TF"
"VWC2L","TGF-b R II"
"VWC2L","TGF-b R III"
"VWC2L","TGF-b2"
"VWC2L","TGF-b3"
"VWC2L","TIMP-3"
"VWC2L","TLR2"
"VWC2L","TLR4:MD-2 complex"
"VWC2L","TMA"
"VWC2L","TNF sR-II"
"VWC2L","TNF-a"
"VWC2L","TNF-b"
"VWC2L","TNFSF18"
"VWC2L","TNR4"
"VWC2L","TPSG1"
"VWC2L","TRAIL R1"
"VWC2L","TRY3"
"VWC2L","TS"
"VWC2L","TSH"
"VWC2L","TWEAK"
"VWC2L","Thrombospondin-1"
"VWC2L","Thyroxine-Binding Globulin"
"VWC2L","Topoisomerase I"
"VWC2L","Transferrin"
"VWC2L","Transketolase"
"VWC2L","Triosephosphate isomerase"
"VWC2L","TrkA"
"VWC2L","Tropomyosin 1 alpha chain"
"VWC2L","Trypsin"
"VWC2L","UB2L3"
"VWC2L","UBC9"
"VWC2L","UBE2N"
"VWC2L","UFC1"
"VWC2L","UFM1"
"VWC2L","ULBP-1"
"VWC2L","ULBP-2"
"VWC2L","UNC5H3"
"VWC2L","UNC5H4"
"VWC2L","URB"
"VWC2L","VCAM-1"
"VWC2L","VEGF-C"
"VWC2L","VWC2L"
"VWC2L","WFKN1"
"VWC2L","WISP-1"
"VWC2L","WNT7A"
"VWC2L","XEDAR"
"VWC2L","XPNPEP1"
"VWC2L","a1-Antichymotrypsin"
"VWC2L","a2-Antiplasmin"
"VWC2L","a2-HS-Glycoprotein"
"VWC2L","alpha-1-antichymotrypsin complex"
"VWC2L","amyloid precursor protein"
"VWC2L","annexin VI"
"VWC2L","b-ECGF"
"VWC2L","b-Endorphin"
"VWC2L","b-NGF"
"VWC2L","b2-Microglobulin"
"VWC2L","bFGF-R"
"VWC2L","cGMP-stimulated PDE"
"VWC2L","cIAP-2"
"VWC2L","calgranulin B"
"VWC2L","calreticulin"
"VWC2L","carbonic anhydrase II"
"VWC2L","dopa decarboxylase"
"VWC2L","eIF-5A-1"
"VWC2L","gp130, soluble"
"VWC2L","gpIIbIIIa"
"VWC2L","hnRNP K"
"VWC2L","kallikrein 13"
"VWC2L","kallikrein 5"
"VWC2L","p60-Src"
"VWC2L","pTEN"
"VWC2L","paraoxonase 1"
"VWC2L","prostatic binding protein"
"VWC2L","sCD4"
"VWC2L","sICAM-1"
"VWC2L","sICAM-2"
"VWC2L","sICAM-3"
"VWC2L","sL-Selectin"
"VWC2L","transcription factor MLR1, isoform CRA_b"
"Vasoactive Intestinal Peptide","41"
"Vasoactive Intestinal Peptide","4EBP2"
"Vasoactive Intestinal Peptide","6-Phosphogluconate dehydrogenase"
"Vasoactive Intestinal Peptide","ACE2"
"Vasoactive Intestinal Peptide","AGR2"
"Vasoactive Intestinal Peptide","AIP"
"Vasoactive Intestinal Peptide","AK1A1"
"Vasoactive Intestinal Peptide","ALT"
"Vasoactive Intestinal Peptide","AREG"
"Vasoactive Intestinal Peptide","ARI3A"
"Vasoactive Intestinal Peptide","ARP19"
"Vasoactive Intestinal Peptide","ART"
"Vasoactive Intestinal Peptide","ASGR1"
"Vasoactive Intestinal Peptide","ATS1"
"Vasoactive Intestinal Peptide","AURKB"
"Vasoactive Intestinal Peptide","Activin AB"
"Vasoactive Intestinal Peptide","Aflatoxin B1 aldehyde reductase"
"Vasoactive Intestinal Peptide","Angiopoietin-1"
"Vasoactive Intestinal Peptide","Angiopoietin-4"
"Vasoactive Intestinal Peptide","Antithrombin III"
"Vasoactive Intestinal Peptide","Aurora kinase A"
"Vasoactive Intestinal Peptide","Azurocidin"
"Vasoactive Intestinal Peptide","B7"
"Vasoactive Intestinal Peptide","B7-2"
"Vasoactive Intestinal Peptide","BDNF"
"Vasoactive Intestinal Peptide","BNP"
"Vasoactive Intestinal Peptide","BST1"
"Vasoactive Intestinal Peptide","BTG"
"Vasoactive Intestinal Peptide","BTK"
"Vasoactive Intestinal Peptide","Bcl-2"
"Vasoactive Intestinal Peptide","Bone proteoglycan II"
"Vasoactive Intestinal Peptide","C1r"
"Vasoactive Intestinal Peptide","C3a"
"Vasoactive Intestinal Peptide","C6"
"Vasoactive Intestinal Peptide","C7"
"Vasoactive Intestinal Peptide","C9"
"Vasoactive Intestinal Peptide","CAMK1D"
"Vasoactive Intestinal Peptide","CAMK2A"
"Vasoactive Intestinal Peptide","CATC"
"Vasoactive Intestinal Peptide","CBPE"
"Vasoactive Intestinal Peptide","CBX5"
"Vasoactive Intestinal Peptide","CD226"
"Vasoactive Intestinal Peptide","CD30"
"Vasoactive Intestinal Peptide","CD40 ligand, soluble"
"Vasoactive Intestinal Peptide","CD48"
"Vasoactive Intestinal Peptide","CDC37"
"Vasoactive Intestinal Peptide","CFC1"
"Vasoactive Intestinal Peptide","CHK1"
"Vasoactive Intestinal Peptide","CK094"
"Vasoactive Intestinal Peptide","CLC1B"
"Vasoactive Intestinal Peptide","CLC7A"
"Vasoactive Intestinal Peptide","COMMD7"
"Vasoactive Intestinal Peptide","CONA1"
"Vasoactive Intestinal Peptide","CRK"
"Vasoactive Intestinal Peptide","CRP"
"Vasoactive Intestinal Peptide","CSF-1"
"Vasoactive Intestinal Peptide","CSK"
"Vasoactive Intestinal Peptide","CSK21"
"Vasoactive Intestinal Peptide","CTACK"
"Vasoactive Intestinal Peptide","CTAP-III"
"Vasoactive Intestinal Peptide","Calcineurin B a"
"Vasoactive Intestinal Peptide","Carbonic Anhydrase IV"
"Vasoactive Intestinal Peptide","Carbonic Anhydrase X"
"Vasoactive Intestinal Peptide","Carbonic anhydrase XIII"
"Vasoactive Intestinal Peptide","Caspase-2"
"Vasoactive Intestinal Peptide","Caspase-3"
"Vasoactive Intestinal Peptide","Ck-b-8-1"
"Vasoactive Intestinal Peptide","Clusterin"
"Vasoactive Intestinal Peptide","Coagulation Factor VII"
"Vasoactive Intestinal Peptide","Cofilin-1"
"Vasoactive Intestinal Peptide","Cyclin B1"
"Vasoactive Intestinal Peptide","Cyclophilin F"
"Vasoactive Intestinal Peptide","Cytidylate kinase"
"Vasoactive Intestinal Peptide","Cytochrome P450 3A4"
"Vasoactive Intestinal Peptide","DBNL"
"Vasoactive Intestinal Peptide","DEAD-box protein 19B"
"Vasoactive Intestinal Peptide","DHH"
"Vasoactive Intestinal Peptide","DKK1"
"Vasoactive Intestinal Peptide","DLRB1"
"Vasoactive Intestinal Peptide","DPP2"
"Vasoactive Intestinal Peptide","DRG-1"
"Vasoactive Intestinal Peptide","DRR1"
"Vasoactive Intestinal Peptide","DUS3"
"Vasoactive Intestinal Peptide","DYRK3"
"Vasoactive Intestinal Peptide","Desmoglein-1"
"Vasoactive Intestinal Peptide","Dkk-4"
"Vasoactive Intestinal Peptide","DnaJ homolog"
"Vasoactive Intestinal Peptide","Dtk"
"Vasoactive Intestinal Peptide","EDA"
"Vasoactive Intestinal Peptide","EDAR"
"Vasoactive Intestinal Peptide","EF-1-beta"
"Vasoactive Intestinal Peptide","ENTP3"
"Vasoactive Intestinal Peptide","ENTP5"
"Vasoactive Intestinal Peptide","EP15R"
"Vasoactive Intestinal Peptide","EPI"
"Vasoactive Intestinal Peptide","EPO-R"
"Vasoactive Intestinal Peptide","ERAB"
"Vasoactive Intestinal Peptide","ERK-1"
"Vasoactive Intestinal Peptide","ES1"
"Vasoactive Intestinal Peptide","Endothelin-converting enzyme 1"
"Vasoactive Intestinal Peptide","EphA1"
"Vasoactive Intestinal Peptide","Epithelial cell kinase"
"Vasoactive Intestinal Peptide","FER"
"Vasoactive Intestinal Peptide","FGF-16"
"Vasoactive Intestinal Peptide","FGF-17"
"Vasoactive Intestinal Peptide","FGF-4"
"Vasoactive Intestinal Peptide","FGF-6"
"Vasoactive Intestinal Peptide","FGF-8A"
"Vasoactive Intestinal Peptide","FGF-8B"
"Vasoactive Intestinal Peptide","FGF7"
"Vasoactive Intestinal Peptide","FGFR-2"
"Vasoactive Intestinal Peptide","FGFR-3"
"Vasoactive Intestinal Peptide","FLRT1"
"Vasoactive Intestinal Peptide","Factor D"
"Vasoactive Intestinal Peptide","Factor I"
"Vasoactive Intestinal Peptide","Flt3 ligand"
"Vasoactive Intestinal Peptide","Fractalkine/CX3CL-1"
"Vasoactive Intestinal Peptide","GA733-1 protein"
"Vasoactive Intestinal Peptide","GCP-2"
"Vasoactive Intestinal Peptide","GNS"
"Vasoactive Intestinal Peptide","GPVI"
"Vasoactive Intestinal Peptide","Galectin-4"
"Vasoactive Intestinal Peptide","Gelsolin"
"Vasoactive Intestinal Peptide","Glucocorticoid receptor"
"Vasoactive Intestinal Peptide","Glutathione S-transferase Pi"
"Vasoactive Intestinal Peptide","Gro-a"
"Vasoactive Intestinal Peptide","HB-EGF"
"Vasoactive Intestinal Peptide","HINT1"
"Vasoactive Intestinal Peptide","HNRPQ"
"Vasoactive Intestinal Peptide","HO-2"
"Vasoactive Intestinal Peptide","HPT"
"Vasoactive Intestinal Peptide","HSP 40"
"Vasoactive Intestinal Peptide","HTRA2"
"Vasoactive Intestinal Peptide","Haptoglobin, Mixed Type"
"Vasoactive Intestinal Peptide","Hat1"
"Vasoactive Intestinal Peptide","I-309"
"Vasoactive Intestinal Peptide","IF4G2"
"Vasoactive Intestinal Peptide","IFN-aA"
"Vasoactive Intestinal Peptide","IFN-g"
"Vasoactive Intestinal Peptide","IFN-lambda 1"
"Vasoactive Intestinal Peptide","IGFBP-1"
"Vasoactive Intestinal Peptide","IGFBP-5"
"Vasoactive Intestinal Peptide","IL-1 R AcP"
"Vasoactive Intestinal Peptide","IL-10 Rb"
"Vasoactive Intestinal Peptide","IL-11"
"Vasoactive Intestinal Peptide","IL-17B R"
"Vasoactive Intestinal Peptide","IL-17F"
"Vasoactive Intestinal Peptide","IL-1F7"
"Vasoactive Intestinal Peptide","IL-1Rrp2"
"Vasoactive Intestinal Peptide","IL-2 sRg"
"Vasoactive Intestinal Peptide","IL-20"
"Vasoactive Intestinal Peptide","IL-22"
"Vasoactive Intestinal Peptide","IL-23 R"
"Vasoactive Intestinal Peptide","IL-34"
"Vasoactive Intestinal Peptide","IL-6"
"Vasoactive Intestinal Peptide","IL24"
"Vasoactive Intestinal Peptide","IMB1"
"Vasoactive Intestinal Peptide","IMDH1"
"Vasoactive Intestinal Peptide","IMDH2"
"Vasoactive Intestinal Peptide","ING1"
"Vasoactive Intestinal Peptide","IR"
"Vasoactive Intestinal Peptide","JAK2"
"Vasoactive Intestinal Peptide","JAM-C"
"Vasoactive Intestinal Peptide","JNK2"
"Vasoactive Intestinal Peptide","KIF23"
"Vasoactive Intestinal Peptide","KPCI"
"Vasoactive Intestinal Peptide","KPCT"
"Vasoactive Intestinal Peptide","Kallikrein 6"
"Vasoactive Intestinal Peptide","Keratin 18"
"Vasoactive Intestinal Peptide","Kininostatin"
"Vasoactive Intestinal Peptide","Ku70"
"Vasoactive Intestinal Peptide","LCK"
"Vasoactive Intestinal Peptide","LD78-beta"
"Vasoactive Intestinal Peptide","LDH-H 1"
"Vasoactive Intestinal Peptide","LGMN"
"Vasoactive Intestinal Peptide","LY9"
"Vasoactive Intestinal Peptide","LYN"
"Vasoactive Intestinal Peptide","LYNB"
"Vasoactive Intestinal Peptide","Lamin-B1"
"Vasoactive Intestinal Peptide","Layilin"
"Vasoactive Intestinal Peptide","Luteinizing hormone"
"Vasoactive Intestinal Peptide","Lymphotoxin b R"
"Vasoactive Intestinal Peptide","MAPK14"
"Vasoactive Intestinal Peptide","MAPK2"
"Vasoactive Intestinal Peptide","MAPKAPK3"
"Vasoactive Intestinal Peptide","MASP3"
"Vasoactive Intestinal Peptide","MATN3"
"Vasoactive Intestinal Peptide","MBD4"
"Vasoactive Intestinal Peptide","MDHC"
"Vasoactive Intestinal Peptide","MDM2"
"Vasoactive Intestinal Peptide","MED-1"
"Vasoactive Intestinal Peptide","MEK1"
"Vasoactive Intestinal Peptide","MFGM"
"Vasoactive Intestinal Peptide","MFRP"
"Vasoactive Intestinal Peptide","MIS"
"Vasoactive Intestinal Peptide","MK01"
"Vasoactive Intestinal Peptide","MK08"
"Vasoactive Intestinal Peptide","MK12"
"Vasoactive Intestinal Peptide","MMP-10"
"Vasoactive Intestinal Peptide","MMP-17"
"Vasoactive Intestinal Peptide","MSP R"
"Vasoactive Intestinal Peptide","Macrophage mannose receptor"
"Vasoactive Intestinal Peptide","Marapsin"
"Vasoactive Intestinal Peptide","Mesothelin"
"Vasoactive Intestinal Peptide","Mn SOD"
"Vasoactive Intestinal Peptide","Myoglobin"
"Vasoactive Intestinal Peptide","Myokinase, human"
"Vasoactive Intestinal Peptide","NACA"
"Vasoactive Intestinal Peptide","NAGK"
"Vasoactive Intestinal Peptide","NAP-2"
"Vasoactive Intestinal Peptide","NDP kinase B"
"Vasoactive Intestinal Peptide","NKp44"
"Vasoactive Intestinal Peptide","NMT1"
"Vasoactive Intestinal Peptide","NSF1C"
"Vasoactive Intestinal Peptide","NUDC3"
"Vasoactive Intestinal Peptide","NXPH1"
"Vasoactive Intestinal Peptide","Nucleoside diphosphate kinase A"
"Vasoactive Intestinal Peptide","OBCAM"
"Vasoactive Intestinal Peptide","ON"
"Vasoactive Intestinal Peptide","OSM"
"Vasoactive Intestinal Peptide","Oxidized PARK7"
"Vasoactive Intestinal Peptide","P-Cadherin"
"Vasoactive Intestinal Peptide","P-Selectin"
"Vasoactive Intestinal Peptide","PA2G4"
"Vasoactive Intestinal Peptide","PAFAH beta subunit"
"Vasoactive Intestinal Peptide","PAK3"
"Vasoactive Intestinal Peptide","PAK6"
"Vasoactive Intestinal Peptide","PAPP-A"
"Vasoactive Intestinal Peptide","PBP"
"Vasoactive Intestinal Peptide","PDE11"
"Vasoactive Intestinal Peptide","PDGF-AA"
"Vasoactive Intestinal Peptide","PDGF-BB"
"Vasoactive Intestinal Peptide","PDPK1"
"Vasoactive Intestinal Peptide","PECAM-1"
"Vasoactive Intestinal Peptide","PF-4"
"Vasoactive Intestinal Peptide","PGCB"
"Vasoactive Intestinal Peptide","PGP9.5"
"Vasoactive Intestinal Peptide","PHI"
"Vasoactive Intestinal Peptide","PKC-A"
"Vasoactive Intestinal Peptide","PKC-B-II"
"Vasoactive Intestinal Peptide","PKC-Z"
"Vasoactive Intestinal Peptide","PLCG1"
"Vasoactive Intestinal Peptide","PLPP"
"Vasoactive Intestinal Peptide","PPIE"
"Vasoactive Intestinal Peptide","PPase"
"Vasoactive Intestinal Peptide","PRKACA"
"Vasoactive Intestinal Peptide","PSA1"
"Vasoactive Intestinal Peptide","PSA6"
"Vasoactive Intestinal Peptide","PSME1"
"Vasoactive Intestinal Peptide","Peroxiredoxin-1"
"Vasoactive Intestinal Peptide","Peroxiredoxin-6"
"Vasoactive Intestinal Peptide","Plasmin"
"Vasoactive Intestinal Peptide","Prolactin Receptor"
"Vasoactive Intestinal Peptide","Protein C"
"Vasoactive Intestinal Peptide","Protein disulfide isomerase A3"
"Vasoactive Intestinal Peptide","Prothrombin"
"Vasoactive Intestinal Peptide","RAC1"
"Vasoactive Intestinal Peptide","RAD51"
"Vasoactive Intestinal Peptide","RAN"
"Vasoactive Intestinal Peptide","RANTES"
"Vasoactive Intestinal Peptide","RASA1"
"Vasoactive Intestinal Peptide","RPS6KA3"
"Vasoactive Intestinal Peptide","RS7"
"Vasoactive Intestinal Peptide","RSK-like protein kinase"
"Vasoactive Intestinal Peptide","Rab GDP dissociation inhibitor beta"
"Vasoactive Intestinal Peptide","Rb"
"Vasoactive Intestinal Peptide","SBDS"
"Vasoactive Intestinal Peptide","SCF sR"
"Vasoactive Intestinal Peptide","SE6L2"
"Vasoactive Intestinal Peptide","SGTA"
"Vasoactive Intestinal Peptide","SHBG"
"Vasoactive Intestinal Peptide","SHC1"
"Vasoactive Intestinal Peptide","SKP1"
"Vasoactive Intestinal Peptide","SLAF7"
"Vasoactive Intestinal Peptide","SNAA"
"Vasoactive Intestinal Peptide","SOD"
"Vasoactive Intestinal Peptide","SP-D"
"Vasoactive Intestinal Peptide","SPINT2"
"Vasoactive Intestinal Peptide","SREC-I"
"Vasoactive Intestinal Peptide","STK16"
"Vasoactive Intestinal Peptide","Semaphorin 3A"
"Vasoactive Intestinal Peptide","Sorting nexin 4"
"Vasoactive Intestinal Peptide","Sphingosine kinase 1"
"Vasoactive Intestinal Peptide","Stress-induced-phosphoprotein 1"
"Vasoactive Intestinal Peptide","Survivin"
"Vasoactive Intestinal Peptide","TBK1"
"Vasoactive Intestinal Peptide","TCP2L"
"Vasoactive Intestinal Peptide","TCTP"
"Vasoactive Intestinal Peptide","TEC"
"Vasoactive Intestinal Peptide","TGF-b1"
"Vasoactive Intestinal Peptide","TIMD3"
"Vasoactive Intestinal Peptide","TMA"
"Vasoactive Intestinal Peptide","TNFSF18"
"Vasoactive Intestinal Peptide","TSLP"
"Vasoactive Intestinal Peptide","TSLP R"
"Vasoactive Intestinal Peptide","TYK2"
"Vasoactive Intestinal Peptide","Testican-1"
"Vasoactive Intestinal Peptide","Thrombopoietin Receptor"
"Vasoactive Intestinal Peptide","Thrombospondin-1"
"Vasoactive Intestinal Peptide","Thymidine kinase"
"Vasoactive Intestinal Peptide","Thyroxine-Binding Globulin"
"Vasoactive Intestinal Peptide","Transferrin"
"Vasoactive Intestinal Peptide","Transketolase"
"Vasoactive Intestinal Peptide","Triosephosphate isomerase"
"Vasoactive Intestinal Peptide","Tropomyosin 2"
"Vasoactive Intestinal Peptide","UB2L3"
"Vasoactive Intestinal Peptide","UBC9"
"Vasoactive Intestinal Peptide","UFC1"
"Vasoactive Intestinal Peptide","UFM1"
"Vasoactive Intestinal Peptide","ULBP-3"
"Vasoactive Intestinal Peptide","UPK3L"
"Vasoactive Intestinal Peptide","Ubiquitin"
"Vasoactive Intestinal Peptide","Ubiquitin+1"
"Vasoactive Intestinal Peptide","VCAM-1"
"Vasoactive Intestinal Peptide","VEGF-C"
"Vasoactive Intestinal Peptide","Vasoactive Intestinal Peptide"
"Vasoactive Intestinal Peptide","WIF-1"
"Vasoactive Intestinal Peptide","XPNPEP1"
"Vasoactive Intestinal Peptide","ZAP70"
"Vasoactive Intestinal Peptide","a1-Antichymotrypsin"
"Vasoactive Intestinal Peptide","amyloid precursor protein"
"Vasoactive Intestinal Peptide","annexin VI"
"Vasoactive Intestinal Peptide","calgranulin B"
"Vasoactive Intestinal Peptide","eIF-5"
"Vasoactive Intestinal Peptide","eIF-5A-1"
"Vasoactive Intestinal Peptide","hnRNP A/B"
"Vasoactive Intestinal Peptide","hnRNP A2/B1"
"Vasoactive Intestinal Peptide","hnRNP K"
"Vasoactive Intestinal Peptide","kallikrein 12"
"Vasoactive Intestinal Peptide","kallikrein 13"
"Vasoactive Intestinal Peptide","p60-Src"
"Vasoactive Intestinal Peptide","pTEN"
